pmt,amax,taumax,amin,taumin,eamax,etaumax,eamin,etaumin,npoints,nfitpoints,chi2,ndof,voltage
319,0.5458243376324152,2200.105120655573,0.09373918777619862,97.01071020271769,0.027840450551115996,682.2496945651716,0.025072496133633836,30.849020154190878,41,41,0.18584014206710223,37,1754.0
320,0.46226534631406957,14924117.213419441,0.25554127087206124,392.83024698158533,0.029193296523413532,1.2673513576525257e-07,0.026955748850682935,67.53233590413568,41,41,0.27219407523265365,37,1616.0
321,0.4535693504747972,991180633.0835682,0.2497028532643095,274.2779500046696,0.01589715679526581,8.10013283306192e-12,0.013538230260763336,30.704248739867236,41,41,0.3105904021607326,37,1678.0
322,0.40855657289728453,41876955.6357017,0.26018208650317476,286.35529494338294,0.013727453825580115,3.2336653653121775e-09,0.011884381492080513,25.845370228170246,41,41,0.208266231778864,37,1829.0
323,0.45852003224904425,39443.23139879931,0.19474675135212255,248.63780960486292,0.26928476019797587,1378504.4761804214,0.26645544575827795,239.8448043319749,41,41,0.22161911592417285,37,1607.0
324,0.6032541348610866,1355.9751424650792,0.03715707692521877,50.44147749341749,0.00776281619325054,90.99643288732717,0.006295678537805022,21.062149891646573,41,41,0.20977433976940846,37,1449.0
325,0.3797170374566727,1151657860.9829433,0.23531067326780808,257.80828881568993,0.012846176846291503,5.494795212232717e-12,0.01091273914371927,25.014389873288707,41,41,0.23156059604911733,37,1818.0
326,0.5205594932655025,18444071.697434627,0.17454683938143234,279.696011501574,0.01678013251888018,5.639098201771856e-08,0.014318760506964616,47.10207166209277,41,41,0.2637069990547619,37,1563.0
327,0.545779796209937,1643.4205372999133,0.07394644623499369,88.36511065977585,0.022449985746147035,323.36928274120487,0.019810151190667827,30.041571957354833,41,41,0.16796710379071014,37,1467.0
328,0.6761207774977771,2808.344678351221,0.054021928649947586,318.22587635498655,0.8184999326867122,10833.82682994794,0.8153392212045671,2707.7169847372347,41,41,0.25177600910570663,37,1462.0
329,0.4417467537073451,452068803.0780884,0.22649106275846176,274.1606448422135,0.010349416514609388,2.6522982034879245e-11,0.008804319759932639,22.052401485205152,41,41,0.1391858437359091,37,1725.0
