pmt,nentries,mu,emu,q,eq,sigma,esigma,amplitude,eamplitude,chi2,ndf,fitstatus
64,18719,0.341685,0.015875,0.555434,0.007057,0.279304,0.005848,2015.906128,83.178772,78.192940,36,0
65,17682,0.372895,0.016280,0.572254,0.006133,0.260653,0.005741,1660.261108,65.315536,43.828907,36,0
66,21650,0.402007,0.016617,0.531596,0.006887,0.262034,0.005853,1901.417480,68.854111,98.012085,36,0
67,26119,0.467068,0.020919,0.533657,0.008179,0.282080,0.007893,1687.748779,66.039688,64.709137,36,0
68,19887,0.421659,0.016287,0.561825,0.006032,0.256482,0.005607,1751.506348,58.755592,73.612419,36,0
69,19681,0.351935,0.014401,0.555409,0.005481,0.249788,0.005020,1954.687744,71.793266,81.489761,36,0
70,19253,0.414493,0.021997,0.493746,0.010351,0.280861,0.008542,1587.200195,74.203873,84.898453,36,0
71,3389,0.100000,0.021997,0.800000,0.010351,0.300000,0.008542,642.599976,74.203873,84.898453,36,-1
72,18438,0.339723,0.013537,0.523704,0.005373,0.229636,0.004591,2017.336792,72.523438,116.785828,36,0
73,18414,0.367844,0.014545,0.511975,0.005512,0.229656,0.004932,1853.979980,66.502083,126.913803,36,0
74,19630,0.309903,0.014045,0.542444,0.005955,0.242631,0.005163,1903.479858,78.515495,133.060532,36,0
75,23643,0.436165,0.016563,0.487140,0.005871,0.207881,0.005150,1447.510132,49.052402,159.951218,36,0
76,20037,0.355223,0.013654,0.515431,0.005332,0.226991,0.004591,2057.892334,71.490959,138.613083,36,0
77,18080,0.384855,0.016544,0.555413,0.006514,0.254931,0.005781,1602.740356,60.555367,75.771416,36,0
78,19700,0.340234,0.015172,0.542627,0.006458,0.253445,0.005532,1872.531250,74.909767,85.925186,36,0
79,18426,0.426478,0.014830,0.366154,0.006726,0.151285,0.003794,1637.489746,53.647732,344.115387,36,0
80,21867,0.322944,0.016620,0.552151,0.006870,0.258566,0.005646,1776.141602,85.192924,115.185966,36,0
81,19973,0.376784,0.015683,0.521408,0.006684,0.249079,0.005628,1823.991211,67.319748,124.487808,36,0
82,17501,0.381550,0.014710,0.535033,0.005547,0.231106,0.004740,1717.523804,58.495319,89.383675,36,0
83,17758,0.336807,0.014134,0.542930,0.005649,0.237562,0.005000,1892.100342,71.489761,102.382523,36,0
84,16230,0.331216,0.015254,0.524961,0.006338,0.242292,0.005609,1787.145996,74.966576,91.293732,36,0
85,16605,0.328959,0.016137,0.546968,0.006441,0.244395,0.005823,1502.728271,66.783417,81.316429,36,0
86,17441,0.430588,0.018197,0.541624,0.006892,0.254746,0.006264,1500.274780,55.091869,57.877075,36,0
87,18040,0.395811,0.019516,0.544768,0.008150,0.276796,0.007184,1519.584595,65.803268,49.233002,36,0
88,16225,0.310085,0.017232,0.556893,0.007450,0.270609,0.006674,1569.551636,79.755798,68.157410,36,0
89,18711,0.360421,0.016646,0.557024,0.006706,0.258088,0.005784,1561.556763,63.932339,77.362396,36,0
90,14354,0.273854,0.013460,0.563832,0.005513,0.232531,0.004665,1621.859985,73.081490,92.722137,36,0
91,124975,0.599813,0.017827,0.329967,0.010385,0.295511,0.006323,10851.552734,247.889145,530.817078,36,0
92,13670,0.447860,0.016445,0.314212,0.005854,0.104141,0.002655,828.489868,38.895988,320.501770,36,0
93,19341,0.324869,0.013774,0.574267,0.005280,0.241270,0.004679,1790.697632,68.518562,114.233536,36,0
94,15592,0.396528,0.017938,0.509931,0.007425,0.240797,0.006072,1428.142944,57.154636,109.005287,36,0
95,17766,0.415296,0.013995,0.422906,0.005530,0.168858,0.003739,1549.095825,48.512650,294.768951,36,0
96,16798,0.307963,0.014976,0.571629,0.006384,0.268778,0.005498,1880.324951,82.832062,86.435669,36,0
97,17530,0.345636,0.013145,0.539414,0.004923,0.220805,0.004115,1784.875366,61.363586,139.261520,36,0
98,15712,0.299840,0.014261,0.581360,0.005751,0.257812,0.005227,1785.570190,77.161850,84.385933,36,0
99,16338,0.365250,0.015697,0.539264,0.006500,0.239005,0.005356,1528.384277,58.014362,113.206314,36,0
100,23519,0.348240,0.013191,0.516302,0.005208,0.221918,0.004331,1929.595947,66.416214,154.102524,36,0
101,21002,0.437972,0.016926,0.530822,0.006385,0.246344,0.005522,1618.388184,53.828678,96.361298,36,0
102,18631,0.337340,0.013375,0.516542,0.005152,0.214213,0.004382,1807.345459,64.936295,129.020584,36,0
103,7462,0.100000,0.013375,0.800000,0.005152,0.300000,0.004382,1421.000000,64.936295,129.020584,36,-1
104,21390,0.421710,0.015415,0.503977,0.005699,0.217152,0.004809,1622.594727,52.243542,105.189087,36,0
105,18239,0.361401,0.014494,0.567329,0.005632,0.252225,0.004972,1844.413330,65.311043,108.734741,36,0
106,18872,0.363273,0.013649,0.536989,0.005120,0.231621,0.004538,1938.368286,65.280281,141.607544,36,0
107,19543,0.416876,0.017059,0.518071,0.007056,0.250902,0.005941,1742.778687,62.578472,99.769386,36,0
108,20476,0.384806,0.015798,0.515600,0.006175,0.238775,0.005496,1714.148438,64.688049,88.949265,36,0
109,21146,0.376965,0.013435,0.531672,0.005082,0.225287,0.004336,1897.428101,60.498722,134.185638,36,0
110,19020,0.388689,0.015990,0.567788,0.005916,0.260473,0.005312,1894.595337,69.498459,69.623672,36,0
111,20566,0.407171,0.014082,0.508364,0.005452,0.220121,0.004502,1860.814209,56.481804,153.472992,36,0
112,23544,0.406553,0.016678,0.505503,0.007134,0.247452,0.005854,1814.860962,65.588470,107.955101,36,0
113,28394,0.337277,0.012951,0.537231,0.005868,0.265406,0.004813,2911.530762,100.213509,98.225883,36,0
114,23058,0.374346,0.015165,0.520634,0.006780,0.257837,0.005446,2109.021484,75.401138,144.520370,36,0
115,24963,0.446350,0.018205,0.536223,0.007895,0.284141,0.006607,1967.307739,68.276146,82.530785,36,0
116,23436,0.403755,0.016062,0.534292,0.006682,0.260716,0.005589,1973.012695,68.617020,103.852470,36,0
117,117856,0.449233,0.014164,0.357007,0.009010,0.321115,0.005538,11894.549805,319.091156,463.303711,36,0
118,21891,0.408641,0.016014,0.540810,0.006114,0.247118,0.005411,1695.078613,58.022903,78.477859,36,0
119,29864,0.428305,0.016895,0.534235,0.007025,0.263858,0.005967,1879.463379,63.843597,73.913475,36,0
120,28383,0.393124,0.015807,0.524861,0.007129,0.263641,0.005609,2086.040771,72.643715,119.151192,36,0
121,20704,0.377824,0.014813,0.577458,0.005871,0.263916,0.005168,1899.552734,65.100082,106.167831,36,0
122,20908,0.466644,0.019017,0.535032,0.008059,0.270212,0.006339,1556.000488,52.489529,136.592773,36,0
123,23600,0.374341,0.016066,0.565840,0.006669,0.277240,0.005781,2017.302856,76.481049,98.749161,36,0
124,20981,0.381735,0.014093,0.542647,0.005625,0.243793,0.004700,2015.989380,65.402771,104.299011,36,0
125,19079,0.398237,0.017108,0.503929,0.007836,0.265433,0.006424,1891.511230,73.263481,132.241150,36,0
126,25895,0.365602,0.012465,0.513274,0.004987,0.222295,0.004023,2333.204102,71.135048,218.532181,36,0
127,2757,0.100000,0.012465,0.800000,0.004987,0.300000,0.004023,532.400024,71.135048,218.532181,36,-1
128,20953,0.409633,0.015131,0.542942,0.005686,0.240827,0.005164,1824.179810,60.348946,101.527695,36,0
129,22072,0.494104,0.016860,0.508858,0.006414,0.234500,0.005174,1685.572754,47.975067,113.179230,36,0
130,21219,0.386722,0.013051,0.513775,0.005055,0.218097,0.004149,2015.003052,60.151237,138.947037,36,0
131,2323,0.100000,0.013051,0.800000,0.005055,0.300000,0.004149,444.000000,60.151237,138.947037,36,-1
132,18850,0.413433,0.016931,0.504385,0.007261,0.245629,0.005949,1735.134399,62.294792,92.520699,36,0
133,22022,0.387410,0.013488,0.514376,0.005301,0.226281,0.004301,2075.903564,63.455093,138.820251,36,0
134,22839,0.397135,0.018134,0.554321,0.007827,0.284349,0.006493,1745.670288,69.087280,92.028740,36,0
135,22713,0.376415,0.013516,0.525778,0.005315,0.231402,0.004460,2101.247070,67.044464,116.850616,36,0
136,21064,0.432718,0.015098,0.554564,0.005371,0.239795,0.004502,1647.006714,49.332737,106.455551,36,0
137,19210,0.381381,0.016404,0.557581,0.006862,0.265776,0.005730,1651.665527,61.873047,114.037689,36,0
138,18034,0.371583,0.016295,0.581675,0.006177,0.267372,0.005689,1674.298706,64.976974,51.373249,36,0
139,3421,0.100000,0.016295,0.800000,0.006177,0.300000,0.005689,653.000000,64.976974,51.373249,36,-1
140,21265,0.403983,0.015459,0.509834,0.006230,0.233702,0.005051,1756.413208,58.893528,128.949585,36,0
141,23336,0.423352,0.017830,0.561327,0.007387,0.287210,0.006456,1884.378296,68.055595,81.406845,36,0
142,23895,0.433082,0.017855,0.532404,0.007846,0.266320,0.006407,1605.142944,56.888397,103.269928,36,0
143,24935,0.364906,0.013375,0.497083,0.006005,0.235350,0.004691,2453.874268,80.449883,196.674072,36,0
144,23986,0.307856,0.013920,0.582005,0.006365,0.272616,0.005103,2116.791504,85.294472,127.179703,36,0
145,20568,0.400307,0.017875,0.525624,0.007790,0.271654,0.006538,1833.711670,71.516914,106.962921,36,0
146,31653,0.315401,0.011889,0.531292,0.005888,0.270391,0.004667,3557.919189,121.045044,154.552719,36,0
147,20229,0.427101,0.016116,0.526425,0.006365,0.235581,0.005054,1559.759399,50.469074,139.386627,36,0
148,22187,0.399556,0.017358,0.555212,0.006883,0.267993,0.006218,1690.620728,64.236626,70.477135,36,0
149,23487,0.364043,0.014939,0.550855,0.006418,0.256712,0.005360,1872.992554,67.594315,142.110397,36,0
150,20326,0.431289,0.017096,0.507662,0.006711,0.241744,0.005698,1708.131226,59.070499,91.250839,36,0
151,20413,0.344445,0.013882,0.513553,0.006040,0.236311,0.004800,2055.980957,73.858009,155.318039,36,0
152,18295,0.365353,0.017764,0.578413,0.007437,0.287921,0.006728,1678.911743,72.082428,83.899689,36,0
153,26212,0.389612,0.016444,0.547550,0.006935,0.268922,0.005957,1897.633667,70.051239,84.777000,36,0
154,19780,0.368042,0.018418,0.551905,0.008464,0.292530,0.006986,1754.171143,77.237640,88.816612,36,0
155,23004,0.420834,0.015412,0.525177,0.005963,0.232554,0.005016,1689.377808,53.931721,120.258095,36,0
156,18625,0.409011,0.018995,0.530009,0.007957,0.274046,0.006889,1722.321777,69.753502,64.834503,36,0
157,21010,0.416330,0.017309,0.543886,0.007053,0.257689,0.005805,1561.741211,55.582253,110.806725,36,0
158,18616,0.343395,0.013581,0.533898,0.005217,0.227176,0.004452,1865.613892,67.045044,104.733871,36,0
159,20761,0.393881,0.016590,0.529260,0.006904,0.253214,0.005769,1713.930542,63.120308,87.146584,36,0
160,17369,0.405246,0.018031,0.545179,0.007530,0.267016,0.006446,1592.589600,61.615662,77.396347,36,0
161,3158,0.100000,0.018031,0.800000,0.007530,0.300000,0.006446,606.000000,61.615662,77.396347,36,-1
162,17247,0.439199,0.021026,0.481422,0.009306,0.256273,0.007384,1422.741089,58.729729,137.867340,36,0
163,73239,0.402279,0.015221,0.574945,0.005844,0.254618,0.005055,1644.863037,54.245106,123.002403,36,0
164,18412,0.295609,0.013412,0.597433,0.005380,0.257007,0.004693,1887.708374,77.161606,102.632919,36,0
165,18574,0.439183,0.017402,0.523005,0.006647,0.242298,0.005930,1556.326416,53.584900,124.198418,36,0
166,17143,0.480808,0.023144,0.485562,0.010120,0.266893,0.008203,1388.958618,55.981686,99.743713,36,0
167,18690,0.441354,0.022372,0.509629,0.009693,0.280462,0.008191,1444.110596,63.325676,98.469849,36,0
168,19683,0.362789,0.018026,0.578324,0.007506,0.281175,0.006575,1520.281494,66.332405,81.368996,36,0
169,15627,0.404026,0.015779,0.513640,0.005794,0.218455,0.004891,1459.647095,50.235149,88.495270,36,0
170,16533,0.373600,0.017179,0.547592,0.007243,0.262735,0.005913,1565.669922,63.013958,90.990257,36,0
171,18100,0.362862,0.015876,0.561406,0.006393,0.252375,0.005536,1572.795776,60.770050,97.176498,36,0
172,19384,0.448301,0.020371,0.459758,0.008764,0.220539,0.006549,1212.328613,47.521164,115.291199,36,0
173,18386,0.381254,0.016775,0.533890,0.006722,0.247787,0.005641,1505.443115,58.673832,136.127106,36,0
174,18229,0.458010,0.024460,0.485170,0.010982,0.276983,0.009021,1348.601074,62.236618,103.553429,36,0
175,14252,0.352520,0.017111,0.571560,0.006720,0.253111,0.005775,1278.499634,54.864250,80.044014,36,0
176,17734,0.312289,0.015849,0.552642,0.007229,0.258472,0.005820,1613.748047,73.795288,114.239738,36,0
177,17143,0.362498,0.016102,0.526757,0.006438,0.231177,0.005180,1402.010620,55.252865,90.876495,36,0
178,23755,0.356017,0.017197,0.572178,0.007182,0.255823,0.005920,1292.461060,54.787319,88.447815,36,0
179,16142,0.445213,0.023462,0.537064,0.009795,0.277289,0.008242,1111.978638,49.979378,59.603638,36,0
180,14423,0.269568,0.012868,0.552245,0.005175,0.229345,0.004466,1830.107910,80.478645,82.193932,36,0
181,19192,0.246053,0.012730,0.583301,0.005178,0.240088,0.004823,1938.190430,95.372292,96.631294,36,0
182,15353,0.318865,0.014689,0.417050,0.007375,0.180470,0.004641,1525.485474,64.435806,194.626129,36,0
183,16225,0.309983,0.014423,0.551462,0.005704,0.245896,0.005240,1837.038818,78.219124,71.380608,36,0
184,17771,0.362179,0.014340,0.531401,0.005203,0.221372,0.004861,1639.321533,58.627953,50.689152,36,0
185,15840,0.279604,0.014124,0.533525,0.006236,0.242378,0.005181,1899.179565,88.230530,115.593773,36,0
186,24163,0.317595,0.012430,0.549252,0.004877,0.236064,0.004439,2207.447266,79.187851,94.492538,36,0
187,17717,0.334308,0.014106,0.549506,0.005211,0.236344,0.004700,1861.635498,72.284943,78.713615,36,0
188,17769,0.310564,0.012214,0.530661,0.004618,0.216897,0.004075,2089.808350,75.041710,108.150017,36,0
189,17238,0.296253,0.014068,0.570934,0.005765,0.253662,0.005229,1895.940918,82.308388,74.212891,36,0
190,1927,0.100000,0.014068,0.800000,0.005765,0.300000,0.005229,361.600006,82.308388,74.212891,36,-1
191,19338,0.465485,0.016014,0.447892,0.005931,0.191160,0.004705,1519.508423,46.220844,195.492432,36,0
192,18544,0.369437,0.012968,0.413285,0.005828,0.171731,0.003874,1961.415039,63.391891,249.838226,36,0
193,19555,0.357288,0.013592,0.540715,0.005288,0.235251,0.004546,1967.589233,66.747444,90.093437,36,0
194,19847,0.301789,0.012511,0.553224,0.005318,0.242394,0.004462,2191.656494,82.942528,129.772049,36,0
195,21023,0.344600,0.015488,0.579631,0.006279,0.267837,0.005561,1758.222900,70.081291,53.860435,36,0
196,18775,0.344995,0.013118,0.556956,0.004838,0.236486,0.004485,2055.182861,70.892380,96.301239,36,0
197,20833,0.323905,0.012394,0.539334,0.004983,0.231456,0.004171,2197.000244,75.964836,122.902565,36,0
198,21167,0.332523,0.012054,0.525360,0.004938,0.231098,0.004124,2419.746094,79.665627,134.638962,36,0
199,21917,0.304877,0.011439,0.529389,0.004796,0.226158,0.003894,2441.179688,83.547363,159.679184,36,0
200,20646,0.291382,0.012628,0.563317,0.005330,0.256420,0.004679,2415.982178,95.677040,92.550926,36,0
201,22163,0.345659,0.011729,0.469592,0.004761,0.195328,0.003653,2322.066895,72.263191,303.346222,36,0
202,20231,0.300056,0.012985,0.577262,0.005579,0.264123,0.004794,2292.064209,89.804504,96.400436,36,0
203,25771,0.324502,0.012701,0.560915,0.005332,0.255549,0.004467,2447.940186,86.914940,125.431534,36,0
204,25969,0.302528,0.013543,0.558893,0.005866,0.258948,0.004998,2323.855469,97.710175,117.451752,36,0
205,19822,0.373535,0.013564,0.506102,0.005198,0.219100,0.004498,1978.619629,64.662186,125.108582,36,0
206,20917,0.314903,0.012043,0.547639,0.004801,0.240357,0.004185,2537.170654,88.465553,121.265022,36,0
207,21070,0.331900,0.013120,0.531233,0.005675,0.244850,0.004657,2278.259033,81.003906,124.964630,36,0
208,23534,0.339707,0.011771,0.557502,0.004452,0.232638,0.003957,2305.307861,71.822075,99.316391,36,0
209,23735,0.315438,0.011464,0.536491,0.004469,0.226857,0.003859,2448.381104,80.929848,151.827805,36,0
210,20396,0.317146,0.013269,0.547760,0.005514,0.253219,0.004923,2325.685547,89.222313,85.819763,36,0
211,22525,0.326982,0.011634,0.525976,0.004621,0.224228,0.003898,2398.725586,77.558205,173.317993,36,0
212,21913,0.356893,0.013584,0.517241,0.005749,0.240385,0.004876,2239.200195,76.876198,127.300163,36,0
213,22696,0.341078,0.012323,0.534342,0.004965,0.238426,0.004302,2480.053955,81.003555,155.428177,36,0
214,20404,0.401994,0.015513,0.366588,0.007943,0.166975,0.004430,1937.651611,67.732697,358.000092,36,0
215,4840,0.100000,0.015513,0.800000,0.007943,0.300000,0.004430,909.000000,67.732697,358.000092,36,-1
216,23910,0.399263,0.013241,0.422401,0.005332,0.189545,0.003793,2309.805908,67.632851,250.984344,36,0
217,24831,0.359840,0.014568,0.560214,0.005832,0.262613,0.005437,2158.377930,78.038933,111.106377,36,0
218,20600,0.337875,0.020346,0.661263,0.008200,0.363896,0.008310,2229.746826,120.290977,104.112831,36,0
219,31283,0.370364,0.012996,0.422196,0.006454,0.198904,0.004352,2543.862549,81.510979,297.035309,36,0
220,20243,0.335415,0.014534,0.570127,0.005597,0.255572,0.005144,1970.341431,77.652550,77.903717,36,0
221,25427,0.354580,0.013704,0.539603,0.005893,0.251045,0.004733,2227.965820,75.984596,129.607590,36,0
222,21105,0.382174,0.013538,0.508877,0.005024,0.227508,0.004619,2134.983398,68.436691,146.319458,36,0
223,23289,0.353265,0.012599,0.511252,0.004602,0.221589,0.004273,2309.752930,75.898941,129.135056,36,0
224,23548,0.270003,0.011758,0.595716,0.005154,0.265229,0.004563,2629.264893,105.300591,99.673950,36,0
225,23479,0.344609,0.013090,0.496483,0.005277,0.209631,0.004311,1872.307007,65.180794,172.718018,36,0
226,19793,0.355215,0.013249,0.513479,0.005462,0.230483,0.004424,2175.833252,72.425537,139.227676,36,0
227,20520,0.310942,0.012810,0.580538,0.005304,0.257420,0.004546,2195.680908,81.248276,113.358360,36,0
228,19521,0.356556,0.013875,0.519313,0.005913,0.237372,0.004780,2079.177979,71.786011,102.900627,36,0
229,48432,0.321019,0.010947,0.547988,0.004338,0.225294,0.003615,2548.138428,78.379585,174.958466,36,0
230,25221,0.296802,0.012147,0.581902,0.005085,0.252089,0.004295,2341.650391,87.362274,109.066536,36,0
231,23634,0.363619,0.013809,0.509708,0.005434,0.229470,0.004654,2222.101318,76.423248,135.190659,36,0
232,17812,0.291354,0.013394,0.575243,0.005666,0.261816,0.004867,2152.184326,90.025063,87.173309,36,0
233,26646,0.354024,0.012476,0.490649,0.005122,0.217876,0.004211,2460.343018,79.853752,167.041824,36,0
234,21779,0.266954,0.011133,0.571165,0.004840,0.245645,0.003987,2575.642090,98.346214,136.522446,36,0
235,18784,0.345417,0.015297,0.533054,0.006544,0.253597,0.005620,1939.286621,78.020630,81.138214,36,0
236,21456,0.414945,0.015007,0.493143,0.006016,0.225605,0.005175,1957.243042,63.059940,132.720474,36,0
237,19569,0.352177,0.012711,0.520803,0.004941,0.218783,0.004130,2044.808228,66.361542,177.034912,36,0
238,20215,0.363206,0.014554,0.545164,0.006023,0.252591,0.005119,2011.956421,71.721466,91.836159,36,0
239,22831,0.299947,0.012491,0.589472,0.005085,0.259881,0.004455,2395.466064,90.033028,89.962585,36,0
240,20343,0.303678,0.013249,0.552233,0.005912,0.257505,0.004901,2283.234863,90.222801,101.105942,36,0
241,23882,0.361256,0.012779,0.549765,0.004670,0.230359,0.004137,2087.562988,65.953331,88.783859,36,0
242,20552,0.327204,0.012326,0.541360,0.004868,0.230811,0.004082,2182.870361,74.198105,127.548050,36,0
243,21540,0.297229,0.010931,0.555190,0.004400,0.230422,0.003675,2514.399414,83.854416,159.837753,36,0
244,19877,0.247072,0.013656,0.621880,0.006448,0.308403,0.005719,2680.879883,136.715546,84.849060,36,0
245,18308,0.434618,0.019161,0.538393,0.007738,0.273621,0.006824,1633.214600,62.084938,71.177917,36,0
246,21957,0.324667,0.012161,0.569106,0.004569,0.243689,0.004230,2384.767822,81.217682,83.673889,36,0
247,20897,0.321964,0.013404,0.544497,0.005749,0.251501,0.004828,2242.190430,84.319031,110.675941,36,0
248,1670,0.100000,0.013404,0.800000,0.005749,0.300000,0.004828,319.600006,84.319031,110.675941,36,-1
249,20968,0.272054,0.011614,0.633176,0.005013,0.274293,0.004304,2577.207275,99.579437,126.737587,36,0
250,19487,0.329590,0.013843,0.577173,0.005729,0.260757,0.004994,2035.633545,76.315659,107.101997,36,0
251,22792,0.399209,0.015457,0.536849,0.006133,0.249413,0.005435,1894.213257,64.543365,95.551178,36,0
