pmt,nentries,mu,emu,q,eq,sigma,esigma,amplitude,eamplitude,chi2,ndf,fitstatus
252,20035,0.359652,0.014706,0.567907,0.006000,0.265627,0.005272,2030.402466,73.507957,100.790474,36,0
253,20918,0.370210,0.014028,0.506154,0.005769,0.233192,0.004849,2137.174316,72.373306,145.910416,36,0
254,22238,0.289081,0.011881,0.577985,0.005062,0.251691,0.004310,2363.271240,88.336937,131.638550,36,0
255,24041,0.346934,0.014280,0.557936,0.005663,0.246618,0.004968,1885.701538,69.237343,72.255211,36,0
256,19947,0.405093,0.016096,0.560635,0.006290,0.262445,0.005585,1849.353760,63.990555,86.693443,36,0
257,23357,0.437386,0.015516,0.498514,0.005990,0.224891,0.005021,1771.496826,54.615734,151.259338,36,0
258,20152,0.389763,0.014696,0.559105,0.005357,0.246208,0.004909,1880.319824,63.164047,92.068298,36,0
259,23255,0.343085,0.013671,0.546077,0.005811,0.254176,0.004811,2208.152588,78.786026,128.173965,36,0
260,18864,0.397117,0.015386,0.506312,0.006130,0.221337,0.004916,1603.733521,54.614655,129.316025,36,0
261,20412,0.268673,0.012425,0.612617,0.005498,0.276074,0.004653,2497.159668,105.410423,139.090607,36,0
262,19304,0.358302,0.014014,0.508836,0.005914,0.228508,0.004682,1943.967896,67.939644,150.043137,36,0
263,19799,0.351290,0.011840,0.478980,0.004572,0.198257,0.003848,1957.883423,62.981224,185.049667,36,0
264,17721,0.363327,0.014271,0.557776,0.005235,0.233393,0.004692,1643.805298,57.500183,76.851868,36,0
265,14006,0.409098,0.015156,0.353926,0.007783,0.143505,0.004104,1267.933960,49.210640,324.690765,36,0
266,18249,0.262281,0.031885,0.821969,0.008429,0.418159,0.010550,2143.514404,230.146790,296.096680,36,0
267,16769,0.475528,0.017416,0.357133,0.007729,0.149950,0.004198,1312.411255,44.538284,397.527954,36,0
268,16196,0.377857,0.015575,0.547240,0.005892,0.234898,0.005008,1487.716187,54.171722,67.025154,36,0
269,18351,0.266858,0.013658,0.617853,0.005957,0.274192,0.005104,1926.251343,89.836884,93.390991,36,0
270,15564,0.296845,0.014147,0.467355,0.006412,0.199386,0.004847,1637.321777,72.476425,120.186783,36,0
271,18121,0.260526,0.011468,0.538243,0.004832,0.220125,0.003981,2164.218262,88.026512,123.589386,36,0
272,14841,0.269536,0.014288,0.582784,0.006340,0.264165,0.005428,1835.879150,89.655167,76.586273,36,0
273,18500,0.257247,0.010949,0.553641,0.004627,0.229618,0.003922,2444.390381,96.851830,88.858810,36,0
274,15157,0.287591,0.014786,0.560981,0.006451,0.260625,0.005720,1890.343872,89.003120,48.172482,36,0
275,18429,0.302015,0.013328,0.562197,0.005444,0.248472,0.004583,2178.020508,89.873825,132.850616,36,0
276,20215,0.330672,0.013424,0.560397,0.005641,0.249520,0.005092,2080.425781,76.136215,106.137352,36,0
277,17984,0.245022,0.011205,0.605579,0.004902,0.255800,0.004163,2490.006104,104.774178,99.757576,36,0
278,15324,0.354236,0.016488,0.576578,0.006824,0.267278,0.006008,1526.829834,63.151966,59.684650,36,0
279,15618,0.438615,0.017273,0.338459,0.008280,0.133858,0.003885,1035.235229,41.246525,279.269562,36,0
280,18053,0.260784,0.011342,0.598464,0.004826,0.253267,0.004143,2469.474121,98.273247,106.704369,36,0
281,19516,0.314987,0.011455,0.530872,0.004491,0.217608,0.003767,2275.752686,75.733696,148.710846,36,0
282,17628,0.297027,0.012522,0.580448,0.004938,0.242155,0.004273,2029.409180,77.638420,77.416824,36,0
283,20428,0.310985,0.011551,0.516228,0.004446,0.211137,0.003961,2324.258301,79.694084,141.011246,36,0
284,21743,0.254057,0.010304,0.604920,0.004298,0.246291,0.003666,2741.904297,102.289177,103.311584,36,0
285,20419,0.305974,0.011938,0.562016,0.004965,0.240318,0.004158,2325.586426,81.957565,106.072296,36,0
286,20929,0.341702,0.012636,0.530398,0.005047,0.233118,0.004443,2337.594482,78.197060,119.168404,36,0
287,20853,0.313927,0.011895,0.527506,0.004804,0.224316,0.003964,2332.374512,80.650864,132.831909,36,0
288,21884,0.303108,0.013844,0.568131,0.006247,0.271492,0.005463,2289.931885,96.065231,88.010841,36,0
289,21794,0.308553,0.011192,0.552197,0.004424,0.232827,0.003829,2512.948486,82.793121,140.354950,36,0
290,20964,0.383084,0.013766,0.501353,0.005432,0.225366,0.004625,2144.319824,68.755890,127.242653,36,0
291,21183,0.313940,0.012132,0.570458,0.004773,0.247536,0.004212,2442.074707,85.482094,88.543640,36,0
292,21150,0.350874,0.012091,0.434105,0.005151,0.176236,0.003557,2054.920654,65.489868,281.166779,36,0
293,22126,0.288319,0.010655,0.574310,0.004320,0.235035,0.003642,2678.993408,89.174881,134.241074,36,0
294,22599,0.256141,0.010780,0.584092,0.004907,0.254736,0.004000,2839.791260,109.578308,176.021149,36,0
295,25280,0.326517,0.011969,0.546237,0.004693,0.235116,0.004093,2437.685791,82.039108,136.457687,36,0
296,23377,0.356551,0.011730,0.471210,0.004807,0.198395,0.003600,2372.548828,70.990898,271.621826,36,0
297,20797,0.264455,0.010102,0.585849,0.004181,0.235696,0.003465,2719.832031,95.192131,144.062210,36,0
298,20613,0.379535,0.014944,0.543109,0.006024,0.253337,0.005430,1927.548584,67.769936,81.712090,36,0
299,24959,0.343355,0.011866,0.553678,0.004635,0.237134,0.004050,2455.870605,75.942543,143.892181,36,0
300,21255,0.267344,0.010665,0.608663,0.004339,0.251451,0.003877,2749.823242,101.211159,116.005646,36,0
301,23597,0.327773,0.011808,0.525880,0.004557,0.225313,0.003923,2444.992920,79.866455,157.413177,36,0
302,26470,0.333422,0.015063,0.592742,0.006940,0.288509,0.005917,2171.347656,87.563309,96.473648,36,0
303,24666,0.375040,0.012848,0.531458,0.005053,0.235036,0.004404,2345.278320,71.463005,137.252335,36,0
304,21826,0.293340,0.010473,0.579703,0.003996,0.232155,0.003446,2599.182861,84.137001,108.920929,36,0
305,21295,0.291679,0.011893,0.525865,0.005030,0.231252,0.004052,2559.745361,96.334740,154.560898,36,0
306,23960,0.306962,0.011429,0.574245,0.004494,0.249792,0.004072,2773.412598,94.061050,116.363327,36,0
307,26704,0.286926,0.010986,0.571430,0.004827,0.255532,0.004009,2959.957520,103.023117,129.178070,36,0
308,21108,0.267630,0.011189,0.574730,0.004888,0.251002,0.004015,2695.744873,103.223015,117.411743,36,0
309,25459,0.351809,0.012204,0.541092,0.004955,0.240507,0.004239,2506.036133,78.059280,135.323395,36,0
310,20903,0.359261,0.013870,0.547253,0.005561,0.255260,0.004984,2285.699463,78.688713,92.165741,36,0
311,23702,0.313133,0.011288,0.522321,0.004837,0.232725,0.003954,2802.133057,91.671661,135.001511,36,0
312,18282,0.272468,0.011506,0.560400,0.004988,0.243047,0.004093,2472.189941,96.419456,124.588318,36,0
313,21518,0.335955,0.012469,0.525767,0.005119,0.233231,0.004230,2388.385742,79.871902,155.541077,36,0
314,21760,0.280510,0.010716,0.574796,0.004435,0.240281,0.003852,2703.863770,94.383881,149.343109,36,0
315,23553,0.365011,0.012368,0.481436,0.004860,0.204979,0.003885,2312.134766,70.849854,202.841095,36,0
316,22605,0.347251,0.011681,0.528115,0.004446,0.222612,0.003798,2390.095215,72.583748,128.017609,36,0
317,26723,0.260313,0.009726,0.596636,0.003881,0.237335,0.003373,2897.100830,99.412384,123.791672,36,0
318,30704,0.274709,0.012089,0.566137,0.005838,0.266624,0.004567,2730.023193,109.445374,180.413559,36,0
319,23641,0.319404,0.011206,0.528549,0.004660,0.225075,0.003786,2628.547119,83.904556,159.200302,36,0
320,21827,0.295871,0.014191,0.588383,0.006684,0.299017,0.005634,2577.638916,111.784058,112.421410,36,0
321,21694,0.342593,0.012666,0.542195,0.005031,0.238712,0.004529,2375.352539,79.140541,101.307175,36,0
322,23814,0.339792,0.013409,0.513481,0.005801,0.232382,0.004623,2136.945068,75.673767,126.977737,36,0
323,20831,0.327011,0.012627,0.584820,0.005150,0.260487,0.004382,2395.200439,83.028526,102.170235,36,0
324,24369,0.232568,0.010108,0.561592,0.004704,0.246185,0.003847,3216.032959,130.061951,129.839981,36,0
325,22236,0.328465,0.013832,0.558151,0.005772,0.259606,0.004872,2335.745361,88.284981,81.714462,36,0
326,21794,0.333263,0.013497,0.550182,0.005625,0.260810,0.004974,2441.035889,88.808075,96.583603,36,0
327,20201,0.288258,0.011837,0.561230,0.005032,0.246461,0.004265,2543.731689,96.353912,123.633995,36,0
328,20738,0.317924,0.011740,0.523266,0.004577,0.221205,0.003931,2402.856445,80.748764,127.602318,36,0
329,22060,0.314933,0.011878,0.547216,0.004679,0.234094,0.004035,2396.488037,81.701065,134.639496,36,0
330,22214,0.306410,0.011844,0.554950,0.004793,0.239078,0.004095,2485.728271,87.643410,113.615677,36,0
331,22481,0.282506,0.011403,0.599616,0.004803,0.257297,0.004107,2532.170654,92.687523,101.787697,36,0
332,22563,0.343302,0.013338,0.511795,0.005485,0.231217,0.004644,2214.927246,77.860176,121.440544,36,0
333,24460,0.339784,0.013092,0.527852,0.005538,0.244067,0.004697,2478.751465,86.114029,127.851967,36,0
334,21639,0.270182,0.009631,0.601114,0.003596,0.227824,0.003114,2716.401367,88.839760,140.628586,36,0
335,21442,0.315407,0.013829,0.586280,0.006157,0.278331,0.005193,2278.480713,89.163666,125.156837,36,0
336,23127,0.428837,0.015619,0.484291,0.006740,0.239300,0.005223,2132.321533,67.469658,161.311050,36,0
337,24059,0.352384,0.013183,0.522723,0.005412,0.236819,0.004570,2292.195557,76.786469,140.704742,36,0
338,20808,0.367612,0.013900,0.487779,0.005778,0.215499,0.004476,1926.723389,65.287971,168.705978,36,0
339,21806,0.322598,0.013128,0.562926,0.005760,0.264405,0.004857,2415.719727,88.316490,133.927719,36,0
340,22238,0.374681,0.014027,0.521794,0.006039,0.243317,0.004908,2136.008301,70.690849,139.245483,36,0
341,26059,0.314282,0.011683,0.557974,0.004785,0.247819,0.004066,2618.833984,87.294395,151.873810,36,0
342,21669,0.365410,0.013577,0.533184,0.005096,0.225621,0.004216,1914.306763,63.738693,116.689133,36,0
343,24692,0.322793,0.011190,0.542984,0.004568,0.228344,0.003816,2631.701660,83.421814,167.513535,36,0
344,24378,0.302248,0.011626,0.591180,0.004524,0.239695,0.003870,2192.694092,75.938049,122.172325,36,0
345,20351,0.340875,0.013671,0.546404,0.005604,0.244282,0.004733,2111.569580,75.982033,111.521812,36,0
346,22988,0.314755,0.011609,0.568843,0.004556,0.242961,0.004046,2512.030273,83.482903,84.390938,36,0
347,23037,0.347113,0.012712,0.509425,0.005255,0.221813,0.004190,2186.743164,72.202309,185.791855,36,0
348,22388,0.342968,0.014747,0.546640,0.006498,0.262191,0.005281,2029.285522,77.405930,101.530617,36,0
349,22918,0.424623,0.014071,0.444131,0.005903,0.198342,0.004233,2077.235107,60.567272,214.338181,36,0
350,3539,0.100000,0.014071,0.800000,0.005903,0.300000,0.004233,678.200012,60.567272,214.338181,36,-1
351,22208,0.345206,0.013317,0.512362,0.005333,0.223924,0.004380,1987.966797,68.819122,139.949539,36,0
352,22571,0.330249,0.013043,0.522623,0.005258,0.226204,0.004541,2071.759277,74.292389,118.414154,36,0
353,29716,0.406166,0.015780,0.462151,0.007193,0.227630,0.005506,2075.685791,71.085976,172.323151,36,0
354,24369,0.298191,0.012472,0.568481,0.005224,0.250488,0.004507,2217.460449,84.697388,115.942039,36,0
355,21804,0.276132,0.012681,0.577655,0.005325,0.241667,0.004397,1889.330078,79.735283,94.200653,36,0
356,24718,0.327315,0.012492,0.528741,0.005073,0.227959,0.004321,2228.954590,77.776299,136.456650,36,0
357,18121,0.290057,0.013045,0.584090,0.005171,0.249592,0.004667,2033.678223,83.694313,86.898697,36,0
358,22406,0.266123,0.013156,0.598422,0.005734,0.262161,0.004889,2069.147461,95.011543,136.579941,36,0
359,22868,0.310136,0.013133,0.550896,0.005286,0.226674,0.004307,1734.636230,66.545082,111.965546,36,0
