pmt,nentries,mu,emu,q,eq,sigma,esigma,amplitude,eamplitude,chi2,ndf,fitstatus
18,24964,0.347257,0.015239,0.608079,0.006188,0.275465,0.005365,1775.977051,68.438828,80.894127,36,0
19,19946,0.329138,0.014347,0.609877,0.005706,0.273762,0.005180,1961.602417,75.790993,61.400284,36,0
20,19322,0.409568,0.020457,0.634717,0.008038,0.313267,0.007155,1467.971924,62.966362,102.226593,36,0
21,13818,0.100000,0.020457,0.800000,0.008038,0.300000,0.007155,2611.000000,62.966362,102.226593,36,-1
22,20300,0.351074,0.017321,0.612302,0.007281,0.312729,0.006736,1928.455811,84.620903,76.747520,36,0
23,22158,0.274912,0.011267,0.624797,0.004550,0.263277,0.004123,2611.706299,97.453575,96.399590,36,0
24,23135,0.379534,0.017045,0.573456,0.007170,0.291879,0.006414,1975.369751,77.846474,84.560036,36,0
25,18874,0.405189,0.021394,0.606663,0.008490,0.318053,0.008251,1521.624512,69.866280,71.189888,36,0
26,19123,0.359474,0.013725,0.559858,0.005430,0.245377,0.004727,1967.646362,66.919106,134.492722,36,0
27,19257,0.361347,0.020309,0.668690,0.008093,0.345990,0.007830,1728.662598,84.398560,153.850479,36,0
28,22216,0.364716,0.014556,0.616107,0.005495,0.274130,0.005143,2006.138062,70.459175,91.585907,36,0
29,22837,0.313154,0.013041,0.637679,0.005251,0.274134,0.004765,2116.534424,78.721931,128.394531,36,0
30,21264,0.346928,0.019200,0.611164,0.008176,0.326829,0.007686,1888.331299,93.112465,65.171890,36,0
31,21786,0.262099,0.016315,0.699444,0.006847,0.340108,0.006421,2285.951660,128.296631,138.479858,36,0
32,20912,0.402042,0.018484,0.626387,0.007185,0.307983,0.006954,1693.694336,66.993324,86.820282,36,0
33,21410,0.401198,0.016581,0.568873,0.007016,0.281430,0.006061,1905.064941,68.669708,87.219582,36,0
34,19444,0.292639,0.020704,0.657801,0.008774,0.375088,0.008678,2319.150391,148.673431,83.841484,36,0
35,21324,0.344971,0.016180,0.570128,0.007123,0.278024,0.005999,1853.928345,77.000160,92.247780,36,0
36,20757,0.292090,0.014990,0.661361,0.005525,0.301938,0.005394,2387.113037,113.808418,79.842316,36,0
37,20387,0.301800,0.017950,0.665848,0.007553,0.341915,0.007353,2100.978271,112.746925,115.707764,36,0
38,29326,0.299674,0.015196,0.660789,0.007158,0.314461,0.006223,2244.091797,101.144989,117.749413,36,0
39,19954,0.261976,0.021543,0.644699,0.010396,0.382662,0.009470,2375.486084,180.699310,171.595566,36,0
40,21004,0.296971,0.013707,0.605281,0.005905,0.288181,0.005426,2387.844482,100.164894,92.438667,36,0
41,20863,0.368235,0.016704,0.620304,0.006627,0.299413,0.006273,1883.303345,74.822845,94.018501,36,0
42,17937,0.287989,0.019399,0.679350,0.007794,0.356413,0.007932,2165.088379,133.023361,107.220169,36,0
43,18759,0.328031,0.015252,0.578643,0.006723,0.281021,0.005850,2012.044678,83.925072,88.157417,36,0
44,18363,0.316259,0.017441,0.661261,0.007068,0.326533,0.006938,1937.868286,95.866829,86.343689,36,0
45,19526,0.427276,0.021063,0.582876,0.008984,0.307232,0.007881,1472.604126,62.315353,81.762688,36,0
46,18192,0.368341,0.022154,0.643105,0.009074,0.358533,0.008566,1803.392700,94.392136,77.520096,36,0
47,18377,0.344538,0.020925,0.613375,0.009215,0.343616,0.008291,1877.690430,101.411003,92.191269,36,0
48,18335,0.323880,0.014422,0.637734,0.005430,0.278829,0.005263,1912.079102,75.630104,53.832577,36,0
49,22749,0.334264,0.018574,0.649917,0.007899,0.345059,0.007520,2105.665283,104.245979,114.193741,36,0
50,22152,0.315950,0.015517,0.627504,0.006334,0.296477,0.006068,1994.306274,88.461418,78.399467,36,0
51,17879,0.478133,0.017701,0.267234,0.002614,0.132765,0.002707,1614.951677,50.752152,564.895171,41,0
52,2883,0.100000,0.014055,0.800000,0.006463,0.300000,0.002903,546.200012,48.296833,492.685638,36,-1
53,29098,0.313692,0.013599,0.636013,0.005361,0.285988,0.005017,2205.864746,85.551086,107.856339,36,0
54,19424,0.269273,0.014387,0.664259,0.006366,0.305370,0.005553,2112.409668,101.651817,140.590469,36,0
55,22717,0.299474,0.011513,0.584840,0.004737,0.254953,0.004147,2572.268066,89.637955,117.846291,36,0
56,21196,0.284112,0.012054,0.614694,0.005106,0.268016,0.004485,2430.593506,93.132156,127.145882,36,0
57,19558,0.252835,0.015826,0.694269,0.006934,0.336961,0.006482,2368.441650,134.618835,102.320259,36,0
58,21060,0.364968,0.017927,0.639926,0.007275,0.320276,0.006969,1881.493530,81.445419,126.487419,36,0
59,5109,0.100000,0.017927,0.800000,0.007275,0.300000,0.006969,951.599976,81.445419,126.487419,36,-1
60,16754,0.334672,0.019185,0.625225,0.008044,0.329284,0.007677,1838.421753,94.079491,77.230316,36,0
61,19453,0.368212,0.016210,0.602225,0.006486,0.282179,0.005857,1730.069824,66.593323,92.549431,36,0
62,19725,0.297083,0.015995,0.662255,0.006740,0.319435,0.006469,2073.544678,100.055458,96.346924,36,0
63,21090,0.346849,0.017936,0.641520,0.007337,0.323367,0.007023,1918.423706,88.072578,88.364464,36,0
64,21739,0.317293,0.023336,0.634083,0.009880,0.375219,0.009707,2008.965332,134.301514,93.055168,36,0
65,17206,0.362466,0.021023,0.661805,0.008001,0.336282,0.008291,1581.133667,80.563530,85.128647,36,0
66,18077,0.353928,0.020176,0.633516,0.007581,0.326027,0.007761,1824.276489,93.978348,65.648262,36,0
67,28392,0.434489,0.023111,0.647147,0.008582,0.344743,0.008843,1580.548218,72.878990,96.843819,36,0
68,19164,0.378405,0.018615,0.649988,0.007071,0.316607,0.007014,1768.877808,76.897789,79.515419,36,0
69,17482,0.313615,0.016777,0.647169,0.006250,0.304756,0.006522,1998.090698,97.960106,53.432800,36,0
70,16581,0.401380,0.025229,0.558831,0.011377,0.333153,0.010195,1483.230835,82.675430,49.380516,36,0
71,3273,0.023564,0.016939,1.496854,1.144357,1.751593,1.860285,202.597321,143.178024,0.000139,0,0
72,16801,0.300542,0.014711,0.637623,0.005759,0.285575,0.005510,1993.941650,88.116959,84.234558,36,0
73,16993,0.315053,0.014380,0.596219,0.005728,0.268709,0.005331,1943.082764,80.117775,62.752197,36,0
74,18761,0.220429,0.015585,0.675066,0.007315,0.332598,0.006727,2392.541016,156.358017,127.709068,36,0
75,20646,0.330334,0.015909,0.571628,0.006568,0.262180,0.005853,1617.679321,70.139648,82.436615,36,0
76,18444,0.340888,0.014680,0.582690,0.005894,0.268233,0.005302,1988.932983,76.699608,82.248596,36,0
77,18892,0.324676,0.017757,0.665125,0.007084,0.319315,0.006946,1733.370972,84.069489,79.045364,36,0
78,16228,0.311360,0.017013,0.638884,0.007092,0.312058,0.006994,1818.010254,89.874245,85.702873,36,0
79,18417,0.417143,0.017781,0.368659,0.003633,0.204262,0.003586,1888.557641,68.442830,320.332716,41,0
80,19257,0.268629,0.015187,0.663874,0.006241,0.303567,0.006261,1905.093506,98.295494,82.685974,36,0
81,19308,0.359297,0.016903,0.628949,0.006236,0.288673,0.006556,1740.966675,74.105751,76.174667,36,0
82,16655,0.355749,0.016702,0.628423,0.006501,0.293607,0.006043,1714.896606,70.611816,68.432533,36,0
83,16826,0.274952,0.014201,0.655832,0.005784,0.292763,0.005463,2036.725952,95.059273,88.738922,36,0
84,15847,0.297961,0.016869,0.616178,0.007226,0.292360,0.006453,1666.851685,85.251266,56.374481,36,0
85,14105,0.314706,0.018043,0.639326,0.007337,0.298351,0.006830,1394.468384,71.346756,74.878922,36,0
86,14895,0.371041,0.019737,0.671744,0.007321,0.318839,0.007601,1444.400879,66.879395,95.482430,36,0
87,15785,0.309540,0.019989,0.683447,0.007703,0.335142,0.007969,1645.672119,95.905388,92.734177,36,0
88,15069,0.239068,0.019728,0.675894,0.008803,0.341756,0.008586,1669.742676,127.076111,90.410980,36,0
89,17169,0.318561,0.017577,0.683481,0.006907,0.308782,0.006575,1477.438843,71.746338,89.666672,36,0
90,14489,0.244831,0.014721,0.676331,0.006320,0.294354,0.005853,1800.355347,99.153160,87.477600,36,0
91,240865,1.836479,0.010848,0.223638,0.000784,0.119206,0.000726,10224.473111,28.446464,5627.907188,19,0
92,13232,0.446674,0.018975,0.286563,0.002769,0.133710,0.002876,1228.378013,44.493514,436.929042,41,0
93,20642,0.247487,0.014230,0.701467,0.005981,0.315085,0.005612,2361.074951,124.786163,173.059341,36,0
94,15321,0.352328,0.019292,0.597026,0.007778,0.296478,0.007540,1539.211182,75.475937,46.989792,36,0
95,16351,0.363199,0.014518,0.486806,0.006083,0.211772,0.004546,1660.276855,58.948532,203.771835,36,0
96,16089,0.273886,0.019189,0.666969,0.008343,0.352361,0.008204,2009.599365,128.476410,122.593582,36,0
97,19311,0.318463,0.014076,0.626382,0.005527,0.273076,0.005005,1887.896484,74.180023,71.264732,36,0
98,14513,0.237432,0.016808,0.702178,0.006899,0.328761,0.006811,1972.629883,128.224152,115.704208,36,0
99,16924,0.286276,0.015547,0.653013,0.006504,0.296768,0.006153,1780.155884,87.374504,116.695816,36,0
100,20072,0.304814,0.014136,0.606490,0.006022,0.278807,0.005595,2219.050049,95.624207,126.376640,36,0
101,20041,0.421521,0.018846,0.625860,0.007084,0.301210,0.006775,1546.645752,58.907749,54.874626,36,0
102,18366,0.327561,0.014803,0.592317,0.005860,0.263916,0.005269,1770.920654,71.419228,81.601913,36,0
103,6099,0.100000,0.014803,0.800000,0.005860,0.300000,0.005269,1161.400024,71.419228,81.601913,36,-1
104,21424,0.380897,0.016811,0.567324,0.006734,0.274278,0.006134,1821.237061,71.239647,90.664307,36,0
105,17452,0.303973,0.016105,0.707321,0.006307,0.323629,0.006132,1958.127563,91.561592,134.557114,36,0
106,18350,0.320920,0.014045,0.647717,0.005710,0.287939,0.005133,2017.984985,77.972336,126.116470,36,0
107,18012,0.361410,0.019281,0.623296,0.008421,0.328775,0.007724,1810.229492,84.644180,115.153900,36,0
108,21534,0.325384,0.015586,0.602594,0.006573,0.281866,0.005754,1866.111816,79.469070,103.616562,36,0
109,19331,0.327349,0.013992,0.629537,0.005628,0.271213,0.005354,1903.156616,72.789680,68.840332,36,0
110,18757,0.306194,0.016602,0.697100,0.006477,0.331096,0.006416,2111.424805,102.000923,111.199287,36,0
111,21044,0.361448,0.015826,0.584267,0.006736,0.275717,0.005771,1864.080688,71.863701,112.053909,36,0
112,21738,0.358292,0.017496,0.595253,0.007423,0.295812,0.006618,1803.878418,78.113228,86.033325,36,0
113,33751,0.231924,0.011180,0.656739,0.005226,0.333116,0.004732,4842.532227,215.309799,153.696274,36,0
114,22013,0.313835,0.015993,0.621223,0.007108,0.309783,0.006477,2105.593018,96.131203,115.135765,36,0
115,33185,0.416787,0.026684,0.588477,0.011631,0.395811,0.010965,2360.823730,134.784714,190.844681,36,0
116,21026,0.379003,0.018153,0.626331,0.007560,0.315800,0.007092,1842.471680,76.691231,108.020050,36,0
117,205914,0.504982,0.019054,0.281614,0.012499,0.455943,0.007815,22670.150391,807.760376,950.199951,36,0
118,18681,0.336918,0.017179,0.642616,0.007122,0.309766,0.006556,1718.181885,77.359673,87.221672,36,0
119,22510,0.348820,0.019342,0.637490,0.007603,0.331764,0.008048,1911.419312,94.855545,95.171043,36,0
120,19840,0.352025,0.017083,0.613245,0.007308,0.307172,0.006540,1899.951050,81.022194,102.764885,36,0
121,18351,0.278094,0.016910,0.693899,0.007009,0.338471,0.006636,2091.423096,114.255447,117.560104,36,0
122,19115,0.414411,0.023017,0.635775,0.009007,0.344028,0.008780,1518.106201,72.435432,68.704620,36,0
123,21746,0.243836,0.021833,0.658831,0.009840,0.392825,0.009465,2619.773926,218.167221,157.076416,36,0
124,17977,0.324822,0.015917,0.657426,0.006252,0.304258,0.005807,1953.187988,84.835617,121.629158,36,0
125,17583,0.353778,0.019639,0.582087,0.008935,0.325291,0.007686,1853.619141,90.671883,67.683273,36,0
126,21750,0.313555,0.012068,0.618325,0.004926,0.261537,0.004157,2260.612549,77.436066,156.543915,36,0
127,1895,0.100000,0.012068,0.800000,0.004926,0.300000,0.004157,364.399994,77.436066,156.543915,36,-1
128,19278,0.350241,0.015403,0.646598,0.006054,0.292283,0.005853,1869.370361,71.800095,105.402725,36,0
129,20022,0.417643,0.018990,0.583968,0.008138,0.301829,0.006937,1689.862061,65.373352,92.833084,36,0
130,19356,0.350469,0.014735,0.590292,0.006011,0.273459,0.005265,1993.974487,73.793266,91.049614,36,0
131,1983,0.100000,0.014735,0.800000,0.006011,0.300000,0.005265,382.799988,73.793266,91.049614,36,-1
132,17030,0.348424,0.016997,0.585833,0.007280,0.288042,0.006367,1723.861328,74.428116,65.640984,36,0
133,20612,0.319151,0.013544,0.619456,0.005506,0.275085,0.004975,2107.627930,79.615677,110.924004,36,0
134,19727,0.278245,0.023567,0.694083,0.009169,0.386954,0.009194,2040.136719,155.717133,86.548424,36,0
135,19890,0.320005,0.014444,0.634043,0.005719,0.288035,0.005223,2070.211670,83.805977,91.491959,36,0
136,18660,0.388589,0.019809,0.654086,0.007746,0.325529,0.007638,1628.502197,72.889969,123.742592,36,0
137,16866,0.295919,0.023434,0.677255,0.009907,0.378070,0.009452,1827.493164,129.961044,142.436188,36,0
138,15919,0.293054,0.018440,0.708386,0.007209,0.339635,0.007474,1800.689697,101.290619,83.425652,36,0
139,1461,0.100000,0.018440,0.800000,0.007209,0.300000,0.007474,283.799988,101.290619,83.425652,36,-1
140,19605,0.340183,0.014429,0.615332,0.005392,0.264378,0.004999,1705.116821,64.200722,74.434204,36,0
141,20479,0.374996,0.023351,0.671914,0.008952,0.370560,0.009312,1818.191284,98.659218,110.556854,36,0
142,20848,0.364685,0.020405,0.630635,0.008667,0.323502,0.008086,1503.562744,73.536644,109.880455,36,0
143,25501,0.300565,0.012076,0.584298,0.005427,0.272325,0.004528,2802.435547,102.181961,155.298767,36,0
144,21053,0.210706,0.017577,0.735592,0.007404,0.359554,0.007274,2514.058594,193.121506,169.647430,36,0
145,18714,0.327759,0.018355,0.655385,0.007730,0.329064,0.007305,1788.432495,88.854095,103.071716,36,0
146,44817,0.198282,0.011827,0.601914,0.006449,0.375307,0.005690,8072.613281,463.410004,250.868286,36,0
147,19730,0.378819,0.018378,0.621352,0.007161,0.301721,0.006937,1597.713867,67.821426,69.309204,36,0
148,20136,0.322846,0.021256,0.659928,0.009113,0.355138,0.008526,1763.725464,103.029816,108.309235,36,0
149,21508,0.342826,0.019679,0.652824,0.008769,0.342637,0.007972,1782.952148,89.812943,172.999817,36,0
150,18418,0.380931,0.017056,0.592719,0.006612,0.278805,0.006064,1642.273193,64.222137,72.593475,36,0
151,20299,0.313919,0.014033,0.607705,0.005760,0.272216,0.005102,1984.418823,79.281265,76.926254,36,0
152,16022,0.383907,0.026957,0.678078,0.010032,0.375833,0.010394,1450.702026,88.370018,93.165688,36,0
153,22057,0.340378,0.019384,0.655365,0.008044,0.341223,0.007619,1856.649048,93.524002,78.664223,36,0
154,16768,0.288995,0.029658,0.654241,0.011402,0.412806,0.011940,2042.014893,192.472427,75.837044,36,0
155,22782,0.372620,0.016606,0.607188,0.007109,0.288915,0.006093,1745.147705,67.429520,145.182968,36,0
156,17038,0.359030,0.018751,0.612145,0.007687,0.310379,0.007239,1737.540405,80.311195,54.533386,36,0
157,19712,0.340808,0.018146,0.649121,0.007354,0.318353,0.006896,1676.107910,78.617546,93.291649,36,0
158,17338,0.298999,0.013594,0.636853,0.005234,0.266516,0.004904,1836.112427,75.574585,95.110420,36,0
159,19410,0.323839,0.017757,0.635256,0.007538,0.316894,0.007246,1825.932861,89.400253,105.649307,36,0
160,15668,0.355209,0.021917,0.629211,0.009240,0.339726,0.008589,1584.458496,85.691368,92.378616,36,0
161,2710,0.100000,0.021917,0.800000,0.009240,0.300000,0.008589,518.200012,85.691368,92.378616,36,-1
162,16176,0.373409,0.021735,0.559576,0.009422,0.298253,0.008066,1391.704834,71.080948,86.503670,36,0
163,67346,0.345715,0.018885,0.674127,0.007455,0.326325,0.007473,1639.653564,78.519737,94.283752,36,0
164,16799,0.219645,0.015931,0.725881,0.006781,0.336780,0.006919,2206.440186,147.236160,132.532700,36,0
165,15502,0.351977,0.017150,0.623107,0.006692,0.287268,0.006264,1546.899658,66.320114,64.760147,36,0
166,15273,0.373403,0.022901,0.573530,0.010501,0.331036,0.009299,1534.109497,83.068802,87.325813,36,0
167,17478,0.364907,0.026518,0.614867,0.011528,0.371042,0.010938,1573.704712,101.784637,95.494064,36,0
168,17135,0.281482,0.021041,0.714353,0.008318,0.353768,0.008263,1622.217285,108.537498,97.640663,36,0
169,13975,0.325235,0.016530,0.576878,0.007214,0.271054,0.006214,1595.866333,72.760986,66.524162,36,0
170,15860,0.300655,0.019723,0.647397,0.008635,0.331268,0.008191,1628.306396,96.445457,91.307449,36,0
171,16218,0.261587,0.016714,0.669979,0.007336,0.315380,0.006855,1756.197266,102.007729,110.265038,36,0
172,15960,0.398591,0.021400,0.531460,0.008593,0.256681,0.007590,1074.179199,50.851608,54.197422,36,0
173,17315,0.243664,0.015799,0.670891,0.007073,0.312086,0.006570,1857.914307,110.330704,96.440819,36,0
174,14583,0.401091,0.026572,0.591832,0.010772,0.334161,0.011345,1272.580566,75.933098,76.460159,36,0
175,13780,0.298293,0.021323,0.666656,0.009198,0.334327,0.008809,1342.791016,86.012886,90.122887,36,0
176,15252,0.218924,0.017716,0.645325,0.009028,0.331981,0.007792,1889.211182,142.299347,118.771362,36,0
177,13248,0.260278,0.018004,0.629702,0.008127,0.301451,0.007169,1491.926392,95.209869,89.120956,36,0
178,10972,0.279765,0.020149,0.645867,0.008495,0.312550,0.008232,1293.265015,85.031029,101.193863,36,0
179,13798,0.351751,0.024647,0.660474,0.009621,0.333783,0.009675,1085.821899,67.002472,88.320000,36,0
180,15146,0.267795,0.014462,0.670417,0.005826,0.288912,0.005478,1825.138916,89.872559,85.439308,36,0
181,18103,0.250475,0.014376,0.700229,0.005919,0.300057,0.005670,1876.169434,97.506004,112.192192,36,0
182,16978,0.310263,0.014849,0.498732,0.006170,0.213286,0.005029,1522.284790,68.272842,115.099976,36,0
183,16285,0.273958,0.015427,0.669244,0.006595,0.310766,0.006156,1982.192017,100.673912,101.291817,36,0
184,18034,0.339913,0.015531,0.628582,0.005969,0.282098,0.005710,1743.589478,70.740822,62.804077,36,0
185,16439,0.298096,0.014896,0.630062,0.006184,0.282953,0.005717,1795.405640,80.748695,92.174416,36,0
186,18120,0.324320,0.013291,0.648526,0.004688,0.268898,0.004687,2044.388794,74.714157,49.775482,36,0
187,18332,0.309174,0.014961,0.689598,0.005694,0.304927,0.005710,1983.677246,85.155685,118.107590,36,0
188,18394,0.296538,0.013996,0.610719,0.005765,0.282839,0.005375,2212.377930,94.697540,54.970169,36,0
189,17362,0.286727,0.017134,0.697393,0.006616,0.326829,0.006717,1894.767456,102.064163,75.081566,36,0
190,2386,0.100000,0.017134,0.800000,0.006616,0.300000,0.006717,453.200012,102.064163,75.081566,36,-1
191,20071,0.433742,0.015885,0.546852,0.005730,0.240335,0.005165,1651.705200,52.354618,91.009537,36,0
192,23125,0.369201,0.012871,0.473921,0.005325,0.198168,0.003997,1967.025513,61.628666,198.169830,36,0
193,19591,0.361597,0.014637,0.636253,0.005357,0.280860,0.005150,1957.285034,69.093147,69.325607,36,0
194,19555,0.260467,0.013105,0.674587,0.005512,0.297062,0.005170,2321.193848,105.939072,130.222488,36,0
195,20692,0.325827,0.020360,0.681928,0.008178,0.355029,0.008227,1866.611084,103.489410,147.674255,36,0
196,19865,0.296318,0.014815,0.658393,0.006165,0.316165,0.006101,2366.923340,106.649384,135.560806,36,0
197,21772,0.300545,0.012674,0.660067,0.004942,0.276111,0.004790,2208.405762,83.780243,159.870514,36,0
198,22393,0.320777,0.013080,0.609162,0.005298,0.282461,0.004962,2568.008057,93.745094,107.515739,36,0
199,21027,0.301878,0.012266,0.618568,0.004671,0.264338,0.004469,2363.787109,87.123955,94.559044,36,0
200,20374,0.267809,0.013992,0.696184,0.005639,0.310336,0.005587,2300.843994,109.708954,114.552132,36,0
201,21665,0.337289,0.011379,0.556299,0.004096,0.218821,0.003498,2196.333740,66.431580,120.521492,36,0
202,19540,0.233301,0.015042,0.719570,0.006274,0.338960,0.006002,2668.290771,157.841019,179.037720,36,0
203,20550,0.315550,0.014698,0.647690,0.005807,0.306612,0.005509,2318.535889,96.766518,50.854416,36,0
204,22725,0.229018,0.014670,0.684907,0.006558,0.334276,0.006313,2706.729248,159.695343,111.694016,36,0
205,19576,0.313902,0.013277,0.595763,0.005208,0.262235,0.004851,2131.938477,81.177315,100.025749,36,0
206,20702,0.247812,0.012108,0.652690,0.005230,0.292502,0.004900,2739.765381,122.968208,89.557777,36,0
207,19491,0.267601,0.012740,0.662148,0.005271,0.292275,0.004894,2401.612549,103.640320,85.368416,36,0
208,23354,0.261900,0.012225,0.659398,0.005132,0.292441,0.004884,2670.838867,113.885063,128.872208,36,0
209,21221,0.263380,0.011617,0.625264,0.004789,0.270185,0.004466,2589.838623,104.957298,97.563309,36,0
210,18799,0.234213,0.012716,0.670557,0.005520,0.300580,0.005277,2528.168945,126.478127,106.995216,36,0
211,19602,0.279351,0.011555,0.627361,0.004536,0.257793,0.004240,2351.631104,88.253143,92.651047,36,0
212,21294,0.311657,0.014177,0.613547,0.005846,0.288404,0.005412,2258.229004,92.240494,76.075417,36,0
213,21750,0.284915,0.012535,0.644458,0.005197,0.289709,0.004857,2591.345947,103.027199,103.255089,36,0
214,18455,0.335690,0.012993,0.446957,0.005753,0.191147,0.004118,1960.835449,69.757904,281.582062,36,0
215,4097,0.068630,0.073185,0.831525,0.049179,0.149047,0.018223,573.496155,572.035522,0.000000,0,0
216,22973,0.331954,0.012580,0.498767,0.005208,0.221068,0.004368,2397.560791,82.865334,176.319809,36,0
217,21557,0.327498,0.016196,0.686896,0.006228,0.321821,0.006107,2041.682617,89.056999,129.850067,36,0
218,19118,0.156090,0.046493,0.778961,0.010487,0.484329,0.014484,3988.930420,1111.999146,200.919098,36,0
219,27015,0.347608,0.012371,0.505778,0.004966,0.218355,0.004187,2259.072021,72.867752,152.023422,36,0
220,18356,0.256998,0.015479,0.681765,0.006765,0.325838,0.006326,2231.613037,122.387115,122.610809,36,0
221,19682,0.267125,0.014228,0.651881,0.006110,0.314110,0.005738,2501.777100,121.730019,102.389221,36,0
222,19151,0.322642,0.013198,0.611244,0.005237,0.267132,0.004641,2126.250244,77.254509,111.179718,36,0
223,20912,0.344663,0.013588,0.593755,0.005174,0.259841,0.004726,2088.291260,73.566429,77.249313,36,0
224,20628,0.220197,0.014839,0.742677,0.005939,0.341823,0.005987,2741.902100,168.929825,162.460983,36,0
225,22447,0.288498,0.013032,0.591480,0.005199,0.249748,0.004596,1990.768677,82.455688,81.059875,36,0
226,19116,0.290514,0.012779,0.624779,0.005111,0.274334,0.004790,2314.603516,92.144852,58.901215,36,0
227,19752,0.229016,0.017546,0.704979,0.007417,0.362245,0.007513,2657.921143,188.984985,114.135284,36,0
228,18016,0.324125,0.015058,0.598036,0.006054,0.281937,0.005665,2039.657227,85.377991,53.732655,36,0
229,21793,0.307735,0.012039,0.600426,0.004865,0.259331,0.004382,2470.028320,87.889091,97.926117,36,0
230,22936,0.225464,0.014913,0.715698,0.006262,0.341953,0.006201,2790.408447,170.082001,123.706367,36,0
231,22072,0.291982,0.012835,0.604451,0.005428,0.275849,0.004864,2422.795898,96.513542,124.800156,36,0
232,17533,0.279213,0.016506,0.692569,0.006631,0.335174,0.006688,2159.960449,115.109573,111.384415,36,0
233,22843,0.357794,0.013124,0.562315,0.005100,0.249875,0.004502,2285.539307,74.554688,76.810669,36,0
234,21137,0.247022,0.012824,0.691378,0.005620,0.308552,0.005097,2589.445312,122.095711,174.078674,36,0
235,18457,0.290575,0.015950,0.635013,0.006762,0.310534,0.006480,2171.728271,109.603348,77.914474,36,0
236,20771,0.371381,0.015125,0.576162,0.006249,0.275316,0.005400,2072.453857,74.017998,71.141220,36,0
237,18225,0.338212,0.013377,0.603012,0.004998,0.257471,0.004569,2019.730469,71.312141,77.749687,36,0
238,20188,0.326311,0.016507,0.631311,0.006882,0.318257,0.006481,2165.487061,97.628242,62.860672,36,0
239,21519,0.227683,0.014493,0.717001,0.006295,0.340607,0.005878,2838.836182,165.125931,147.360382,36,0
240,20562,0.262839,0.014992,0.638888,0.006997,0.325092,0.006341,2494.854492,130.372910,105.087143,36,0
241,22463,0.293511,0.012672,0.653497,0.004899,0.277449,0.004721,2290.996094,88.984489,96.932777,36,0
242,20275,0.283312,0.012480,0.645060,0.005114,0.278252,0.004633,2318.979492,92.135468,109.757698,36,0
243,23216,0.270673,0.012466,0.661581,0.005363,0.298908,0.005039,2738.783447,114.824219,105.929428,36,0
244,18654,0.084112,0.034551,0.796797,0.008921,0.456408,0.011570,6703.838867,2656.544678,215.322906,36,0
245,81815,0.297455,0.025441,0.696098,0.010027,0.402837,0.010476,2149.073486,165.802963,237.621643,36,0
246,21458,0.281040,0.013742,0.683525,0.005696,0.312879,0.005364,2468.531006,108.440765,132.011093,36,0
247,20573,0.280776,0.014319,0.665308,0.006184,0.313768,0.005551,2388.912109,109.244522,121.763641,36,0
248,1454,0.069655,0.074358,0.819419,0.070901,0.184437,0.032025,208.640854,208.133026,0.000000,0,0
249,21299,0.137532,0.022152,0.816816,0.006712,0.406925,0.007841,4542.692871,687.890686,209.593536,36,0
250,18752,0.298800,0.016437,0.703509,0.006553,0.329505,0.006484,2059.498047,100.641708,123.781853,36,0
251,21605,0.328443,0.018014,0.623771,0.007657,0.331028,0.007402,2120.619629,104.377098,67.598373,36,0
