pmt,nentries,mu,emu,q,eq,sigma,esigma,amplitude,eamplitude,chi2,ndf,fitstatus
91,60774,0.500067,0.013850,0.377425,0.007409,0.218097,0.004580,5145.358887,115.241577,467.686035,36,0
92,11585,0.521610,0.021472,0.329285,0.006379,0.103115,0.002919,471.813293,24.397106,293.031006,36,0
93,17190,0.395744,0.014388,0.463752,0.005675,0.191563,0.004148,1570.894165,50.788929,211.205276,36,0
94,15257,0.476973,0.019029,0.439681,0.007893,0.199537,0.005752,1286.634399,44.583416,164.583633,36,0
95,17647,0.434636,0.014861,0.352930,0.006744,0.140733,0.003483,1465.974243,50.008755,422.689850,36,0
96,16879,0.429908,0.016639,0.457141,0.007058,0.207272,0.005201,1503.602783,50.891636,190.561722,36,0
97,18907,0.380892,0.013304,0.453267,0.005433,0.193832,0.004204,1763.269409,57.570309,250.243134,36,0
98,14999,0.368348,0.014775,0.482048,0.005800,0.198689,0.004477,1454.978760,52.416611,181.745819,36,0
99,20567,0.417691,0.015281,0.462947,0.005705,0.187541,0.004393,1382.417603,44.891415,200.544678,36,0
100,20874,0.393525,0.013872,0.440560,0.005677,0.183113,0.004079,1739.722168,55.210499,234.231735,36,0
101,19856,0.486855,0.019092,0.439181,0.008222,0.213108,0.006158,1503.875977,50.469929,199.455124,36,0
102,19906,0.395042,0.014253,0.452508,0.005338,0.188102,0.004138,1624.896973,53.078495,216.742767,36,0
103,6198,0.100000,0.014253,0.800000,0.005338,0.300000,0.004138,1187.599976,53.078495,216.742767,36,-1
104,21251,0.440550,0.016280,0.436911,0.007125,0.197701,0.004913,1610.366211,51.912430,228.083466,36,0
105,18695,0.420019,0.014493,0.472304,0.005631,0.198908,0.004231,1675.177124,50.241600,194.086777,36,0
106,18582,0.413582,0.013953,0.457764,0.005259,0.184445,0.003836,1701.542236,50.373798,270.929382,36,0
107,17958,0.445653,0.016670,0.454284,0.007081,0.209664,0.005167,1618.947266,52.486629,209.211075,36,0
108,21929,0.382359,0.013802,0.475204,0.005368,0.195478,0.004130,1706.562744,55.329639,201.174332,36,0
109,18871,0.432849,0.013729,0.461006,0.004948,0.181598,0.003789,1609.077637,45.497086,192.221695,36,0
110,18149,0.461115,0.016459,0.449970,0.006601,0.204487,0.005164,1647.978149,52.051720,169.077103,36,0
111,19171,0.455591,0.015639,0.439731,0.006499,0.192075,0.004627,1638.936035,49.356430,189.793488,36,0
112,22296,0.452629,0.018863,0.422237,0.008942,0.209741,0.006300,1612.587158,58.215904,190.555695,36,0
113,22048,0.409012,0.014076,0.459040,0.005676,0.208278,0.004510,1951.974243,61.474812,179.116837,36,0
114,22042,0.404021,0.016182,0.441460,0.007434,0.210099,0.005332,1785.759033,63.389240,187.561630,36,0
115,21336,0.505167,0.021021,0.439472,0.009042,0.232004,0.006781,1592.437744,55.108261,140.541397,36,0
116,20856,0.436457,0.016307,0.455065,0.007016,0.213007,0.005187,1731.540283,56.266083,188.369568,36,0
117,59458,0.427139,0.011910,0.393981,0.006503,0.220452,0.004258,5702.769531,137.272781,458.922241,36,0
118,20225,0.438742,0.016991,0.448332,0.007335,0.202397,0.005351,1522.557739,51.266571,203.532501,36,0
119,21211,0.464687,0.018120,0.448691,0.007765,0.218313,0.005914,1648.073120,55.583622,173.643631,36,0
120,19859,0.434011,0.017417,0.433423,0.008437,0.216652,0.005847,1767.776611,59.893070,174.599533,36,0
121,17919,0.421841,0.015890,0.485612,0.006502,0.214958,0.004888,1581.950928,51.502533,171.048615,36,0
122,18305,0.539853,0.021173,0.435524,0.008829,0.211090,0.006356,1306.572510,42.358967,177.088593,36,0
123,22845,0.410910,0.016738,0.461235,0.007622,0.224671,0.005689,1746.853394,61.613262,178.236420,36,0
124,19086,0.387510,0.014658,0.455214,0.006597,0.204808,0.004661,1833.949341,61.648247,211.775833,36,0
125,17511,0.451412,0.017346,0.437045,0.007504,0.201980,0.005531,1558.071167,52.362854,223.660782,36,0
126,22764,0.378416,0.012273,0.435270,0.005135,0.177370,0.003415,2022.734863,57.943146,344.366272,36,0
127,2972,0.100000,0.012273,0.800000,0.005135,0.300000,0.003415,570.200012,57.943146,344.366272,36,-1
128,19534,0.410660,0.014679,0.455928,0.006093,0.198620,0.004564,1746.267212,55.602833,206.466904,36,0
129,19558,0.494544,0.016794,0.446836,0.006527,0.195498,0.004792,1492.996216,43.348465,213.361755,36,0
130,19216,0.417177,0.014697,0.424779,0.006704,0.190216,0.004483,1849.471924,58.558861,259.386139,36,0
131,2049,0.036523,0.026422,0.653850,1.074232,1.796284,1.869684,127.821663,90.328697,0.000023,0,0
132,17767,0.463899,0.017681,0.430248,0.007697,0.202766,0.005497,1525.990112,50.936993,205.036789,36,0
133,21151,0.399370,0.013175,0.444708,0.005344,0.183948,0.003852,1864.764038,54.787979,284.985779,36,0
134,20264,0.449611,0.018596,0.453897,0.008272,0.217290,0.005881,1438.809570,50.511845,114.513229,36,0
135,19924,0.405420,0.013923,0.448367,0.005684,0.192974,0.004201,1925.826904,58.999329,266.373901,36,0
136,19338,0.468678,0.016452,0.447965,0.006865,0.201574,0.005006,1504.098755,45.957241,182.540375,36,0
137,17364,0.407889,0.017026,0.451216,0.007422,0.206562,0.005486,1481.754639,54.950516,160.403656,36,0
138,17314,0.392391,0.016098,0.483640,0.006561,0.219980,0.005221,1613.123291,58.956673,149.900208,36,0
139,3491,0.100000,0.016098,0.800000,0.006561,0.300000,0.005221,670.599976,58.956673,149.900208,36,-1
140,21837,0.462739,0.016711,0.430544,0.006976,0.193077,0.005087,1621.983765,51.769283,243.361542,36,0
141,21826,0.470034,0.018607,0.465506,0.007063,0.227410,0.006311,1702.864502,58.969933,150.184738,36,0
142,22314,0.484907,0.018636,0.447072,0.007776,0.207020,0.005588,1397.719971,45.174168,198.261032,36,0
143,23472,0.438155,0.014031,0.427455,0.005927,0.186502,0.004175,2017.173950,57.299320,306.101807,36,0
144,20634,0.372529,0.013733,0.459236,0.006028,0.193629,0.004323,1698.404663,57.076836,210.793976,36,0
145,20591,0.428109,0.016533,0.450253,0.007389,0.208798,0.005449,1674.090210,56.858307,131.409912,36,0
146,24088,0.384484,0.013987,0.453006,0.005957,0.214108,0.004354,2298.396484,73.376106,250.608826,36,0
147,20566,0.473285,0.018287,0.436566,0.008020,0.205970,0.005753,1502.999390,49.439503,165.996368,36,0
148,20695,0.450866,0.018544,0.453906,0.008368,0.220627,0.006150,1502.863403,53.254265,131.492737,36,0
149,22553,0.459441,0.017107,0.449065,0.007024,0.204709,0.005193,1540.459839,49.330116,218.571426,36,0
150,19939,0.480095,0.016337,0.439641,0.006560,0.196687,0.004900,1615.375854,47.622578,238.791412,36,0
151,21977,0.411981,0.014478,0.444622,0.006021,0.190853,0.004270,1826.040039,58.062508,253.662292,36,0
152,17334,0.498592,0.021863,0.459836,0.009364,0.238075,0.007293,1380.639282,50.743847,118.653381,36,0
153,26117,0.423000,0.016940,0.451857,0.007788,0.224903,0.005770,1863.232544,65.064629,209.019852,36,0
154,21380,0.443986,0.020246,0.436222,0.009617,0.234656,0.006902,1667.724487,63.406956,164.073425,36,0
155,25713,0.443295,0.015623,0.451960,0.006535,0.203070,0.004796,1744.485596,53.350643,240.322906,36,0
156,19825,0.468554,0.018021,0.465673,0.007321,0.224473,0.005741,1638.680542,53.765671,154.666763,36,0
157,22532,0.469551,0.016592,0.465630,0.006594,0.204250,0.004864,1482.368896,44.661888,193.300140,36,0
158,19163,0.368827,0.013394,0.447324,0.005796,0.190681,0.004009,1840.892700,60.321373,242.614410,36,0
159,21820,0.449439,0.016485,0.457192,0.006682,0.206040,0.004890,1668.914917,53.641113,209.316223,36,0
160,18225,0.481011,0.017788,0.464928,0.007006,0.210165,0.005591,1452.252197,46.262623,148.255646,36,0
161,2634,0.100000,0.017788,0.800000,0.007006,0.300000,0.005591,508.399994,46.262623,148.255646,36,-1
162,18013,0.464644,0.020087,0.427611,0.009105,0.213656,0.006652,1452.567505,54.445518,156.398407,36,0
163,19418,0.487975,0.019386,0.450955,0.008539,0.212960,0.005587,1608.284546,50.001621,189.335449,36,0
164,19601,0.394533,0.014772,0.475761,0.005813,0.203883,0.004475,1645.214844,54.433834,205.870743,36,0
165,19053,0.485500,0.017212,0.436635,0.007059,0.197581,0.005237,1568.790527,48.105297,200.270538,36,0
166,18343,0.486059,0.020932,0.431036,0.009764,0.221158,0.007100,1471.042114,54.124798,158.421692,36,0
167,19978,0.520328,0.019014,0.452320,0.007865,0.202106,0.005614,1290.160034,39.192524,159.409897,36,0
168,20281,0.441877,0.018061,0.467135,0.007805,0.220650,0.005797,1453.381348,51.024788,145.348206,36,0
169,16656,0.431869,0.015000,0.443944,0.005851,0.183631,0.004217,1503.575684,46.481548,251.718430,36,0
170,17272,0.460134,0.020450,0.433344,0.009642,0.222700,0.006825,1474.472656,55.109394,202.645615,36,0
171,19498,0.423880,0.015653,0.465819,0.006429,0.197339,0.004828,1483.745239,48.221512,180.000183,36,0
172,19194,0.505945,0.020298,0.406134,0.008924,0.183788,0.005677,1144.264038,38.891853,192.798111,36,0
173,19740,0.394081,0.016895,0.434046,0.007450,0.207497,0.005098,1608.089111,60.846558,199.201691,36,0
174,16949,0.540555,0.026013,0.408624,0.011647,0.223310,0.009041,1275.857544,53.686222,152.522842,36,0
175,13444,0.432374,0.019259,0.460518,0.008146,0.205541,0.006094,1103.700684,43.254303,105.834259,36,0
176,17069,0.383958,0.017105,0.444962,0.007497,0.203240,0.005254,1380.868286,53.838074,153.755127,36,0
177,15111,0.360428,0.015210,0.455071,0.006815,0.193939,0.004606,1417.481079,53.533981,206.454330,36,0
178,13641,0.398255,0.019606,0.441760,0.009212,0.214287,0.006650,1252.173706,54.726543,136.556824,36,0
179,15575,0.466735,0.021564,0.459254,0.009077,0.217785,0.006848,1069.921753,42.217659,112.872849,36,0
180,15052,0.353795,0.014861,0.445966,0.006624,0.194113,0.004795,1576.004150,60.674427,187.387283,36,0
181,19630,0.301021,0.012907,0.478184,0.005395,0.194588,0.004151,1729.189575,68.382935,161.526505,36,0
182,15194,0.347082,0.014813,0.359676,0.007668,0.144517,0.003960,1382.945312,58.891083,316.154694,36,0
183,16226,0.394628,0.015957,0.451119,0.006712,0.200275,0.005106,1565.612549,56.868954,154.374969,36,0
184,19211,0.384503,0.014999,0.453047,0.006122,0.193319,0.004831,1613.260132,57.534386,172.855972,36,0
185,15920,0.354150,0.015251,0.440475,0.006892,0.196154,0.004981,1639.664062,64.395966,208.103012,36,0
186,25399,0.337432,0.012814,0.464728,0.005434,0.203080,0.004397,2242.416016,78.297554,205.733231,36,0
187,17981,0.380120,0.014103,0.463052,0.005603,0.195613,0.004362,1744.250977,58.769459,190.055481,36,0
188,19255,0.365488,0.013599,0.437105,0.006048,0.190677,0.004287,1985.387573,68.060303,240.706009,36,0
189,17567,0.386476,0.014980,0.465198,0.005943,0.196737,0.004585,1571.954590,54.846081,177.807068,36,0
190,2291,0.100000,0.014980,0.800000,0.005943,0.300000,0.004585,433.000000,54.846081,177.807068,36,-1
191,20461,0.473228,0.015512,0.374137,0.007026,0.160796,0.004325,1620.618652,49.395172,284.584869,36,0
192,18477,0.398929,0.013274,0.361449,0.006402,0.145529,0.003425,1817.306030,59.296585,371.431793,36,0
193,19709,0.388132,0.013434,0.454209,0.005405,0.190747,0.004083,1893.859741,59.207455,203.745956,36,0
194,20204,0.346450,0.012788,0.448607,0.005644,0.189259,0.003995,1974.144531,67.195442,254.688782,36,0
195,20757,0.422984,0.017020,0.468875,0.006898,0.215932,0.005563,1563.979858,55.594231,169.902542,36,0
196,18901,0.334932,0.013096,0.464974,0.005587,0.205450,0.004319,2193.332275,78.570633,262.738434,36,0
197,19952,0.358883,0.012256,0.458147,0.004738,0.184337,0.003737,2030.275879,63.683838,231.459595,36,0
198,20729,0.343885,0.011505,0.463360,0.004791,0.191342,0.003551,2306.464600,70.586761,200.106339,36,0
199,20692,0.379963,0.012404,0.445892,0.004998,0.181465,0.003634,2053.088867,60.919048,262.449768,36,0
200,21474,0.368184,0.013445,0.465776,0.005641,0.197005,0.004348,1944.998657,64.961952,223.942627,36,0
201,22205,0.383257,0.012106,0.404106,0.005407,0.164473,0.003390,2172.887451,63.409943,389.896667,36,0
202,19673,0.374259,0.013509,0.466479,0.005630,0.199046,0.004222,1893.405151,61.516548,171.985199,36,0
203,22010,0.376765,0.013904,0.455788,0.006288,0.212797,0.004704,2218.543945,73.830864,236.749420,36,0
204,19781,0.354134,0.014084,0.455329,0.006306,0.205845,0.004465,2062.142334,76.503113,222.771591,36,0
205,20494,0.406313,0.015348,0.430147,0.006877,0.201530,0.005068,1980.904419,67.119522,235.586212,36,0
206,20823,0.336880,0.011736,0.464814,0.004788,0.193641,0.003713,2341.835693,74.935135,274.436401,36,0
207,19276,0.356651,0.012873,0.450852,0.005664,0.193510,0.004082,2056.658203,67.661621,261.184967,36,0
208,24451,0.383852,0.012395,0.458406,0.005103,0.194215,0.003860,2177.880127,63.472328,276.317627,36,0
209,22865,0.363669,0.011704,0.453502,0.005035,0.191664,0.003782,2190.835205,66.186798,282.593384,36,0
210,19435,0.352175,0.012736,0.467516,0.005178,0.196331,0.003867,2031.770142,67.458191,204.867386,36,0
211,21280,0.380417,0.011978,0.452462,0.004632,0.180528,0.003447,2073.654541,59.534420,274.900269,36,0
212,21898,0.411361,0.014532,0.448195,0.006326,0.203680,0.004664,1997.398926,62.231106,228.069504,36,0
213,23391,0.382063,0.012754,0.452652,0.005514,0.199597,0.004053,2329.067139,69.902481,250.631775,36,0
214,19648,0.414156,0.013910,0.335379,0.006730,0.130970,0.003161,1606.502075,56.901985,501.767120,36,0
215,4780,0.100000,0.013910,0.800000,0.006730,0.300000,0.003161,892.200012,56.901985,501.767120,36,-1
216,25376,0.435386,0.013420,0.370194,0.006309,0.157506,0.003550,2148.194580,61.179016,450.461365,36,0
217,23298,0.425777,0.013778,0.469171,0.005306,0.200564,0.004301,1999.684692,57.349339,168.325729,36,0
218,20873,0.368801,0.016772,0.577064,0.007044,0.297785,0.006514,2123.837891,85.542519,71.246025,36,0
219,25849,0.409951,0.014160,0.366942,0.007485,0.168934,0.003918,2291.150391,70.303055,416.795013,36,0
220,20084,0.362895,0.014173,0.455966,0.006470,0.206094,0.004647,1959.202026,69.717102,205.221237,36,0
221,26764,0.366782,0.013522,0.456061,0.006151,0.208683,0.004445,2223.834473,73.570045,257.231323,36,0
222,20864,0.409799,0.013329,0.438858,0.005497,0.186079,0.003937,2005.078247,58.772636,225.218491,36,0
223,23047,0.429620,0.014070,0.430192,0.006095,0.187896,0.004357,2015.826172,58.721367,232.482178,36,0
224,26859,0.326312,0.012308,0.468446,0.005581,0.209426,0.004186,2391.744141,82.856453,212.627457,36,0
225,22173,0.394584,0.014331,0.416115,0.006154,0.176022,0.004200,1765.584717,59.201660,291.323822,36,0
226,20034,0.356345,0.012385,0.451794,0.005268,0.190834,0.003802,2212.568604,70.661858,251.333527,36,0
227,20565,0.374731,0.014013,0.464427,0.005760,0.206819,0.004393,1903.416626,65.016373,227.155243,36,0
228,19636,0.406491,0.015195,0.431560,0.006980,0.199776,0.004953,1949.000244,65.114128,222.062439,36,0
229,55760,0.360275,0.011405,0.459199,0.004939,0.193920,0.003595,2465.657959,71.240692,227.676163,36,0
230,24590,0.353984,0.012558,0.466005,0.005189,0.196636,0.003976,2129.612793,69.129669,245.977707,36,0
231,24537,0.389482,0.013097,0.445140,0.005753,0.193749,0.004068,2121.961426,64.015335,266.468201,36,0
232,18923,0.350971,0.014166,0.466920,0.006482,0.215404,0.004784,2014.196655,73.210068,169.612030,36,0
233,31940,0.403121,0.012114,0.434208,0.005112,0.181976,0.003570,2278.489014,62.150188,292.892761,36,0
234,21375,0.335168,0.011937,0.463306,0.004886,0.190581,0.003627,2132.552246,69.935287,199.095596,36,0
235,17996,0.399903,0.015759,0.448213,0.007206,0.209280,0.005227,1787.145874,62.511166,150.527466,36,0
236,23533,0.428555,0.015740,0.414457,0.007345,0.198860,0.005108,2100.344238,68.086395,209.671188,36,0
237,19567,0.392070,0.013185,0.432820,0.005544,0.180064,0.003886,1925.818604,59.258224,231.019470,36,0
238,19960,0.385886,0.013949,0.459824,0.005832,0.201590,0.004576,1962.523438,65.073547,172.462433,36,0
239,23074,0.322040,0.011927,0.474585,0.005123,0.201507,0.003861,2256.984863,76.573654,236.282135,36,0
240,20044,0.347979,0.012859,0.466780,0.005359,0.200541,0.004140,2052.670166,69.415115,206.986191,36,0
241,23074,0.364736,0.011478,0.453255,0.005121,0.190264,0.003826,2128.748779,63.615929,207.044998,36,0
242,20365,0.328867,0.011936,0.452779,0.005299,0.192915,0.003931,2230.568359,74.907547,223.229904,36,0
243,21830,0.342449,0.011672,0.454794,0.004809,0.190486,0.003673,2338.715088,73.768227,269.011108,36,0
244,18417,0.331796,0.014280,0.495389,0.006412,0.232968,0.005118,2080.572266,81.363983,147.575012,36,0
245,61538,0.421364,0.017988,0.485012,0.007980,0.242279,0.006231,1733.520630,63.645874,128.739426,36,0
246,20551,0.380818,0.012863,0.467678,0.005196,0.200104,0.004111,2083.521484,64.012238,175.345901,36,0
247,22771,0.396158,0.014602,0.437352,0.006476,0.198065,0.004630,1941.414551,64.174416,276.396179,36,0
248,1476,0.100000,0.014602,0.800000,0.006476,0.300000,0.004630,281.799988,64.174416,276.396179,36,-1
249,21385,0.310983,0.011292,0.505477,0.004869,0.207769,0.003789,2315.831787,77.205933,183.613159,36,0
250,19339,0.373477,0.014610,0.473535,0.006225,0.213245,0.004786,1847.411621,65.307320,157.062866,36,0
251,21566,0.436442,0.016817,0.434270,0.007733,0.204506,0.005638,1762.118774,61.420807,188.345688,36,0
