pmt,nentries,mu,emu,q,eq,sigma,esigma,amplitude,eamplitude,chi2,ndf,fitstatus
55,21644,0.402167,0.013539,0.373691,0.006407,0.157675,0.003731,1993.506958,63.239670,356.143066,36,0
56,22332,0.381686,0.012708,0.399167,0.005903,0.168299,0.003631,2135.393066,65.631676,411.553009,36,0
57,20139,0.393762,0.018032,0.413023,0.008452,0.188293,0.004615,1825.575562,67.286575,302.672333,36,0
58,21769,0.507270,0.017161,0.411344,0.007243,0.186553,0.004841,1624.594238,46.657230,245.541550,36,0
59,5349,0.100000,0.017161,0.800000,0.007243,0.300000,0.004841,996.599976,46.657230,245.541550,36,-1
60,19096,0.468752,0.016081,0.414827,0.006859,0.182963,0.004600,1620.862671,48.558353,291.461639,36,0
61,20104,0.461205,0.016776,0.393974,0.007100,0.181901,0.004787,1685.171021,53.803959,282.379272,36,0
62,21788,0.439940,0.016380,0.404661,0.007738,0.188289,0.004995,1811.828247,58.535961,343.498871,36,0
63,22683,0.489059,0.017776,0.377318,0.008005,0.175531,0.005393,1796.633423,58.823868,328.659027,36,0
64,18469,0.427807,0.016996,0.400009,0.008373,0.190913,0.005449,1754.909668,61.737576,227.033310,36,0
65,19227,0.466531,0.016158,0.423867,0.007074,0.193017,0.004855,1628.610718,47.096077,203.469482,36,0
66,21472,0.502599,0.017239,0.404383,0.007174,0.183978,0.004867,1698.537598,49.460136,276.454346,36,0
67,24723,0.555736,0.021326,0.401058,0.009801,0.205765,0.007228,1605.639404,52.892818,214.422379,36,0
68,20629,0.524363,0.016008,0.419341,0.006133,0.179339,0.004297,1623.355469,42.859249,247.077606,36,0
69,20012,0.422400,0.015531,0.412602,0.006826,0.189826,0.004805,1923.681763,63.412735,288.354736,36,0
70,33503,0.511819,0.020991,0.411347,0.009003,0.199227,0.006108,1394.363770,47.995850,185.424377,36,0
71,3594,0.100000,0.020991,0.800000,0.009003,0.300000,0.006108,681.000000,47.995850,185.424377,36,-1
72,19426,0.450838,0.014936,0.380677,0.006545,0.160334,0.003949,1722.232178,51.502262,389.555786,36,0
73,19682,0.440975,0.013897,0.413894,0.005148,0.161701,0.003451,1681.918823,48.648827,305.387085,36,0
74,21297,0.409239,0.014101,0.383742,0.006574,0.158065,0.003881,1620.555176,50.646427,377.767212,36,0
75,24887,0.465113,0.016042,0.392516,0.007101,0.167581,0.004666,1466.121338,48.003620,270.765869,36,0
76,21438,0.421379,0.003989,0.405598,0.002604,0.177460,0.002379,1951.305908,17.488213,323.195343,36,0
77,17612,0.491384,0.016885,0.407535,0.007116,0.176612,0.004653,1414.183350,42.901276,267.242981,36,0
78,18304,0.428994,0.015965,0.409146,0.007727,0.183862,0.004830,1662.609741,57.258160,287.938477,36,0
79,18756,0.475863,0.014029,0.335951,0.005670,0.120581,0.002661,1309.214478,43.925789,539.090515,36,0
80,20883,0.412722,0.016201,0.419901,0.007135,0.185546,0.004961,1533.901367,54.085850,285.004944,36,0
81,19233,0.501708,0.018793,0.387895,0.008463,0.184931,0.005556,1597.731079,51.947956,314.898773,36,0
82,18229,0.458082,0.016231,0.404917,0.007181,0.178432,0.004535,1593.839111,49.453297,260.740326,36,0
83,18281,0.431807,0.015210,0.412399,0.006604,0.174614,0.004205,1580.062866,49.834171,284.512024,36,0
84,15476,0.465965,0.017720,0.394773,0.008068,0.171797,0.005232,1308.632812,44.921486,239.263214,36,0
85,14332,0.418239,0.018971,0.401688,0.009416,0.191705,0.006028,1400.866943,55.760239,186.367416,36,0
86,15761,0.541826,0.017972,0.404549,0.006725,0.166574,0.004393,1195.501953,33.682556,212.023529,36,0
87,15184,0.479769,0.019509,0.393287,0.008766,0.178529,0.005685,1255.162231,44.940353,205.751160,36,0
88,15247,0.411496,0.017328,0.420605,0.007168,0.176739,0.004798,1189.436401,43.924080,185.322754,36,0
89,18369,0.422322,0.017983,0.427599,0.007160,0.178639,0.004719,1296.304321,46.908504,201.695282,36,0
90,13935,0.395586,0.015199,0.413104,0.006302,0.162594,0.004049,1263.845215,45.131542,268.972473,36,0
91,42780,0.510719,0.016367,0.356558,0.008535,0.198114,0.005093,3513.810791,91.728661,461.853607,36,0
92,12185,0.640343,0.025756,0.202820,0.003558,0.099313,0.003591,809.632666,26.971825,593.438567,41,0
93,20600,0.447661,0.015607,0.403624,0.006398,0.167186,0.004189,1480.514160,47.126575,327.582184,36,0
94,22640,0.483707,0.018043,0.403673,0.007432,0.176249,0.005069,1325.176392,43.563625,210.511093,36,0
95,17563,0.443390,0.014545,0.333137,0.006199,0.125945,0.002904,1409.781128,46.145126,473.297760,36,0
96,16400,0.458350,0.016912,0.400494,0.007171,0.172188,0.004752,1431.551636,47.105347,242.788116,36,0
97,19376,0.464201,0.016017,0.390444,0.006762,0.166685,0.004331,1573.489380,48.803387,301.442780,36,0
98,15445,0.424705,0.016983,0.418577,0.007278,0.184570,0.005016,1428.134033,50.961346,259.469849,36,0
99,17698,0.444415,0.016119,0.399286,0.007237,0.168055,0.004340,1380.843384,45.571705,297.206970,36,0
100,19322,0.441370,0.015597,0.398116,0.007039,0.171831,0.004479,1635.942993,52.565495,317.382965,36,0
101,20824,0.524194,0.018168,0.406666,0.007740,0.186032,0.005090,1489.907227,43.864819,271.099701,36,0
102,20070,0.465169,0.017349,0.389246,0.007942,0.177759,0.004922,1609.462524,52.119175,314.019653,36,0
103,6817,0.100000,0.017349,0.800000,0.007942,0.300000,0.004922,1290.800049,52.119175,314.019653,36,-1
104,21643,0.511423,0.019642,0.373840,0.009223,0.181624,0.005644,1572.772949,51.713783,341.603851,36,0
105,17905,0.454045,0.014999,0.418821,0.006048,0.173192,0.003866,1541.220825,45.212719,291.447571,36,0
106,19475,0.439625,0.013675,0.416686,0.005480,0.166591,0.003626,1703.697144,48.444672,304.606934,36,0
107,19239,0.479832,0.016960,0.407593,0.007207,0.184260,0.004911,1624.724609,50.182800,287.445465,36,0
108,22328,0.425694,0.014867,0.410766,0.006526,0.173524,0.004164,1640.665649,51.542423,287.662689,36,0
109,20031,0.485669,0.015022,0.410175,0.005843,0.168351,0.003875,1601.232788,44.327347,305.324310,36,0
110,17784,0.468796,0.015591,0.405618,0.006165,0.172243,0.004154,1588.651978,46.965130,309.184845,36,0
111,19947,0.459053,0.015162,0.403289,0.006534,0.171316,0.004123,1650.975708,48.812412,311.997986,36,0
112,21809,0.436557,0.016831,0.406109,0.007580,0.186054,0.005100,1599.133301,54.565105,270.090363,36,0
113,22432,0.401492,0.014214,0.410545,0.006650,0.180759,0.004283,1946.963745,62.291431,279.321289,36,0
114,24429,0.440645,0.015120,0.404020,0.006698,0.175650,0.004218,1724.697510,52.673981,279.981354,36,0
115,30048,0.521428,0.018645,0.417092,0.008015,0.196906,0.005572,1536.938354,46.809219,204.229828,36,0
116,22672,0.456706,0.015119,0.416680,0.006335,0.178664,0.004182,1665.510498,49.228924,321.613068,36,0
117,43305,0.393705,0.011051,0.388807,0.005798,0.187283,0.003575,4204.443848,105.218742,553.097717,36,0
118,19892,0.438249,0.016214,0.409795,0.007242,0.179930,0.004662,1541.323730,49.784382,243.829712,36,0
119,27693,0.443811,0.016749,0.410214,0.007775,0.192188,0.005172,1757.856689,57.717319,226.471802,36,0
120,30857,0.391066,0.015938,0.411491,0.008145,0.196827,0.005104,1925.236816,68.018433,258.271088,36,0
121,19765,0.428881,0.015190,0.437428,0.006321,0.188335,0.004430,1611.832031,50.914101,244.042847,36,0
122,20342,0.480218,0.018654,0.401002,0.008314,0.183926,0.005497,1401.957397,47.325420,219.893753,36,0
123,20841,0.425142,0.016346,0.416051,0.007608,0.189146,0.005009,1659.218506,56.465878,256.258087,36,0
124,18931,0.416449,0.016127,0.395753,0.007969,0.183861,0.004923,1806.271240,61.853245,265.181213,36,0
125,17556,0.444576,0.017335,0.399110,0.008200,0.185379,0.005203,1597.649902,54.624912,234.734055,36,0
126,21986,0.400287,0.012738,0.400928,0.005290,0.162980,0.003399,1975.939941,56.969181,331.733948,36,0
127,2571,0.100000,0.012738,0.800000,0.005290,0.300000,0.003399,491.000000,56.969181,331.733948,36,-1
128,19890,0.438350,0.015430,0.401821,0.007145,0.179688,0.004420,1760.957153,54.407806,277.065369,36,0
129,20511,0.477791,0.017939,0.391944,0.008550,0.185717,0.005194,1647.338135,52.755177,262.897278,36,0
130,19578,0.425402,0.015517,0.378509,0.007461,0.170037,0.004493,1860.457764,61.675285,378.191284,36,0
131,2104,0.100000,0.015517,0.800000,0.007461,0.300000,0.004493,404.399994,61.675285,378.191284,36,-1
132,17967,0.489024,0.018307,0.396522,0.008142,0.183161,0.005261,1486.352783,48.272346,222.981934,36,0
133,20687,0.412134,0.012363,0.411708,0.004991,0.158018,0.003156,1767.208984,50.082420,369.227020,36,0
134,20100,0.461713,0.018413,0.409889,0.008360,0.190289,0.005620,1428.068970,49.565006,245.061264,36,0
135,21434,0.452870,0.014024,0.404858,0.005824,0.166348,0.003736,1738.114014,49.202583,373.165771,36,0
136,18701,0.511899,0.016962,0.410698,0.006742,0.176585,0.004449,1413.420410,40.627361,303.382019,36,0
137,18770,0.416997,0.017128,0.400320,0.008154,0.180189,0.005040,1483.793701,54.008842,311.506989,36,0
138,17367,0.437928,0.017076,0.420421,0.007503,0.190664,0.005247,1515.027832,51.967129,221.996918,36,0
139,4991,0.100000,0.017076,0.800000,0.007503,0.300000,0.005247,957.599976,51.967129,221.996918,36,-1
140,20247,0.466074,0.016196,0.394197,0.007418,0.174405,0.004557,1561.755371,48.687935,317.574219,36,0
141,21295,0.521579,0.021081,0.400293,0.010053,0.209943,0.006726,1659.093018,55.556824,240.897827,36,0
142,23186,0.506495,0.017548,0.421746,0.006853,0.181824,0.004779,1387.614258,41.277176,209.466553,36,0
143,24284,0.438821,0.012689,0.404851,0.005189,0.161755,0.003269,1979.271484,52.536274,384.066376,36,0
144,22012,0.422647,0.014426,0.403230,0.006332,0.164779,0.003814,1558.389893,49.103088,335.230835,36,0
145,21986,0.492682,0.019153,0.386602,0.008935,0.187372,0.005625,1592.305054,52.476284,291.628479,36,0
146,23279,0.420729,0.013452,0.423604,0.005868,0.180010,0.003904,1980.631348,56.638023,310.193451,36,0
147,22007,0.552887,0.019462,0.392205,0.008198,0.180982,0.005254,1384.170288,41.153507,247.715790,36,0
148,21398,0.478330,0.019736,0.403874,0.009335,0.198095,0.005993,1495.477539,51.552937,255.682175,36,0
149,23314,0.499298,0.016133,0.406083,0.006648,0.171848,0.004328,1447.122192,39.636635,279.023621,36,0
150,21145,0.524409,0.018936,0.396359,0.008253,0.188785,0.005561,1587.487305,49.157391,292.786713,36,0
151,22774,0.442324,0.013557,0.411393,0.005668,0.169545,0.003690,1765.995483,49.901752,343.427765,36,0
152,18297,0.478157,0.020041,0.420694,0.008743,0.206216,0.006137,1446.708618,51.295681,178.622330,36,0
153,24555,0.478897,0.015439,0.425888,0.006385,0.183377,0.004291,1637.226685,46.281055,268.463409,36,0
154,20688,0.465706,0.018562,0.400757,0.008866,0.191889,0.005549,1527.662964,52.445148,254.548325,36,0
155,25680,0.489717,0.014542,0.420707,0.005678,0.171180,0.003738,1609.487793,42.181511,236.652130,36,0
156,19249,0.464533,0.016593,0.437993,0.007109,0.202038,0.005033,1680.878906,51.736729,202.297363,36,0
157,21865,0.518658,0.018525,0.405255,0.008095,0.189430,0.005214,1460.936523,44.362808,282.845337,36,0
158,19166,0.424972,0.014163,0.405816,0.005808,0.164144,0.003740,1688.929932,51.278175,300.182007,36,0
159,21529,0.449159,0.016358,0.404830,0.007380,0.186562,0.004849,1752.928101,55.729195,316.858276,36,0
160,17780,0.469876,0.015652,0.426017,0.006187,0.173468,0.004141,1394.586792,40.997002,242.880386,36,0
161,2895,0.100000,0.015652,0.800000,0.006187,0.300000,0.004141,555.200012,40.997002,242.880386,36,-1
162,17355,0.496757,0.018447,0.407433,0.007962,0.177462,0.005075,1237.044189,39.687759,193.683029,36,0
163,73210,0.456832,0.016686,0.420655,0.007697,0.194874,0.004927,1596.112427,49.930908,250.200302,36,0
164,18486,0.419687,0.004473,0.415754,0.003016,0.184147,0.002736,1541.641846,15.462292,264.296143,36,0
165,17296,0.487738,0.015566,0.409028,0.006098,0.166337,0.003949,1423.483276,40.719753,304.978424,36,0
166,17416,0.499853,0.020809,0.400996,0.009547,0.196583,0.006584,1371.798340,49.670135,268.760712,36,0
167,20344,0.480835,0.017533,0.406140,0.007867,0.179895,0.004867,1350.272095,43.153130,275.320740,36,0
168,18874,0.434983,0.018871,0.406605,0.009148,0.196830,0.005825,1446.973999,53.613750,244.883820,36,0
169,18619,0.434680,0.014468,0.413447,0.005504,0.159242,0.003609,1418.712891,43.160904,327.249054,36,0
170,18293,0.490949,0.021339,0.390165,0.010316,0.194994,0.006420,1369.644775,49.985870,234.329956,36,0
171,17413,0.438850,0.018005,0.406180,0.008668,0.189454,0.005507,1484.754761,52.969116,209.929535,36,0
172,19372,0.509294,0.021202,0.371628,0.009664,0.169093,0.005706,1111.880249,40.517395,246.317017,36,0
173,18966,0.443805,0.015705,0.409022,0.006329,0.166746,0.004116,1360.744995,43.264362,262.920563,36,0
174,18193,0.565926,0.022780,0.396050,0.008976,0.185889,0.006058,1180.041382,38.384293,231.795273,36,0
175,15625,0.459392,0.019696,0.405091,0.009143,0.184874,0.005655,1156.072876,42.948219,213.598190,36,0
176,15996,0.432871,0.018145,0.397897,0.008406,0.175547,0.005114,1240.656860,45.723286,234.841644,36,0
177,15169,0.409773,0.018727,0.406929,0.009868,0.186211,0.005794,1331.188110,52.486259,265.175537,36,0
178,13541,0.421107,0.020124,0.401380,0.010132,0.192453,0.006640,1228.293579,52.565769,211.749939,36,0
179,16268,0.525978,0.020211,0.423561,0.007929,0.179564,0.005174,955.164673,31.497158,172.991211,36,0
180,20096,0.375834,0.014092,0.418671,0.005965,0.167983,0.004027,1536.756714,53.458508,253.588181,36,0
181,19585,0.335541,0.013873,0.418598,0.006414,0.175207,0.004239,1659.645142,64.441711,240.520432,36,0
182,15548,0.367315,0.014876,0.344803,0.006988,0.128087,0.003348,1172.946167,51.337910,347.015137,36,0
183,16435,0.422678,0.017931,0.390861,0.008692,0.185268,0.005495,1582.920044,59.307388,286.752991,36,0
184,18079,0.454520,0.018488,0.376580,0.008627,0.174455,0.005372,1572.349365,55.848122,278.535461,36,0
185,16714,0.380415,0.015093,0.400579,0.006936,0.169039,0.004394,1561.858398,57.886009,290.557068,36,0
186,18812,0.370240,0.012595,0.407279,0.005769,0.169682,0.003726,2057.361816,65.134987,276.422638,36,0
187,18547,0.407518,0.015949,0.397050,0.007356,0.182515,0.004933,1799.664062,63.046440,289.854797,36,0
188,19260,0.373573,0.003600,0.400112,0.002578,0.176358,0.002280,2084.165283,19.170084,304.037964,36,0
189,18713,0.407586,0.014895,0.411594,0.006860,0.176023,0.004342,1596.123413,52.743195,271.588379,36,0
190,2440,0.100000,0.014895,0.800000,0.006860,0.300000,0.004342,459.200012,52.743195,271.588379,36,-1
191,20590,0.479288,0.015977,0.351286,0.006933,0.145525,0.003674,1517.574585,47.327076,427.963623,36,0
192,22729,0.410446,0.013172,0.349111,0.006032,0.133342,0.002956,1701.430054,55.873646,511.185883,36,0
193,19722,0.443713,0.015633,0.388238,0.007602,0.178757,0.004509,1888.961182,58.613396,337.085938,36,0
194,19670,0.379604,0.013239,0.401691,0.005774,0.162457,0.003709,1805.825684,58.753742,361.525818,36,0
195,20863,0.462004,0.018002,0.411524,0.008266,0.192800,0.005576,1518.543457,51.747921,238.165756,36,0
196,19552,0.397129,0.014067,0.407644,0.006372,0.180089,0.004308,2036.755127,65.995140,348.499054,36,0
197,19854,0.387726,0.012515,0.406837,0.005671,0.165888,0.003547,1918.094238,56.978115,323.391327,36,0
198,21917,0.414402,0.014494,0.400666,0.006803,0.182656,0.004460,2141.932617,67.185349,349.454651,36,0
199,21795,0.350588,0.012028,0.410197,0.005643,0.170193,0.003588,2223.955566,71.915207,365.938446,36,0
200,21956,0.388745,0.014098,0.412907,0.006399,0.182654,0.004347,1986.109619,65.888489,318.960999,36,0
201,22338,0.395805,0.013124,0.363570,0.006608,0.153677,0.003525,2148.261475,68.057510,477.718719,36,0
202,19470,0.378673,0.012728,0.409028,0.005721,0.165107,0.003617,1865.597290,59.281761,346.838989,36,0
203,22122,0.405488,0.013915,0.410618,0.006238,0.182537,0.004147,2066.266602,63.449677,344.175934,36,0
204,21828,0.377570,0.013718,0.408371,0.006452,0.176653,0.004126,1954.540283,64.882095,329.289978,36,0
205,19859,0.444414,0.015504,0.392052,0.006904,0.174552,0.004670,1844.105591,59.561935,319.689148,36,0
206,23013,0.382342,0.012700,0.412866,0.005818,0.177492,0.003934,2249.384277,68.715378,344.753967,36,0
207,20315,0.409716,0.015299,0.361219,0.003019,0.188253,0.002798,2164.591739,68.434160,381.564383,41,0
208,24117,0.396624,0.012686,0.411669,0.005711,0.173587,0.003621,2158.826660,62.829365,345.945251,36,0
209,23223,0.404853,0.012997,0.414052,0.005533,0.172204,0.003738,2054.026611,60.098267,306.706146,36,0
210,20291,0.404845,0.013569,0.408145,0.006003,0.171660,0.003913,1889.254761,58.184425,316.338318,36,0
211,23177,0.421121,0.013011,0.396139,0.005626,0.163317,0.003518,2014.145630,57.298656,414.170929,36,0
212,22658,0.429600,0.014646,0.411218,0.006619,0.186218,0.004429,2015.405029,60.754330,272.862427,36,0
213,23336,0.397137,0.012856,0.407889,0.005997,0.177250,0.003822,2314.441650,67.782745,353.101715,36,0
214,19245,0.431681,0.013587,0.333774,0.005991,0.120117,0.002663,1326.313965,47.916870,462.441589,36,0
215,4824,0.100000,0.013587,0.800000,0.005991,0.300000,0.002663,896.400024,47.916870,462.441589,36,-1
216,25179,0.420588,0.012180,0.360186,0.005569,0.141277,0.002783,2055.383057,57.752193,583.425110,36,0
217,23050,0.447555,0.015485,0.398984,0.006976,0.181184,0.004715,1963.612061,60.870033,292.626953,36,0
218,21180,0.419370,0.016476,0.510172,0.006854,0.253224,0.005830,1990.394531,68.372772,77.155495,36,0
219,26044,0.401867,0.013483,0.342867,0.007084,0.149833,0.003406,2258.900146,64.111649,542.528748,36,0
220,20085,0.390331,0.015032,0.407957,0.007252,0.186269,0.004708,1905.813843,66.603859,274.314423,36,0
221,21549,0.390059,0.013868,0.417309,0.007189,0.177258,0.004077,2143.433105,64.123466,333.311981,36,0
222,21583,0.446509,0.013679,0.402986,0.005782,0.169933,0.003688,1923.352539,54.088711,322.949310,36,0
223,23231,0.425992,0.013810,0.393669,0.006330,0.171454,0.004009,2122.599854,62.741859,373.579620,36,0
224,22912,0.390265,0.013473,0.412437,0.006165,0.176390,0.004016,2052.083496,64.140289,295.428223,36,0
225,23443,0.369578,0.012787,0.385483,0.005845,0.153119,0.003535,1871.138062,62.272923,311.851196,36,0
226,21177,0.406978,0.012814,0.407988,0.005568,0.168445,0.003628,2060.404053,59.731762,335.706543,36,0
227,23501,0.397204,0.013172,0.423668,0.005639,0.173531,0.003679,1853.633301,55.598339,259.128082,36,0
228,20521,0.415335,0.013431,0.403182,0.006063,0.170474,0.003801,1959.302979,57.368732,289.297333,36,0
229,23747,0.395478,0.011496,0.409714,0.004950,0.162966,0.003136,2255.917725,61.283665,392.653046,36,0
230,24983,0.385381,0.012887,0.406627,0.006014,0.171474,0.003747,2070.365723,64.160530,362.410583,36,0
231,23101,0.453364,0.013561,0.406579,0.005377,0.169975,0.003545,1949.669312,52.202484,341.613068,36,0
232,19829,0.386640,0.014753,0.414807,0.007259,0.191066,0.004689,1977.863037,67.668686,271.656372,36,0
233,28629,0.443251,0.013647,0.386559,0.006321,0.169586,0.003753,2323.867432,62.337795,402.394775,36,0
234,22003,0.365164,0.012089,0.415470,0.005408,0.168946,0.003402,2097.866699,64.419365,357.675659,36,0
235,20935,0.437374,0.015270,0.409884,0.006904,0.184403,0.004709,1801.203369,56.850010,256.311981,36,0
236,22940,0.461015,0.015652,0.380316,0.007290,0.176670,0.004504,2060.150635,61.451332,362.503357,36,0
237,20038,0.409760,0.014699,0.388884,0.007028,0.175053,0.004320,1975.888428,64.579941,328.567352,36,0
238,20779,0.432365,0.014379,0.413029,0.006178,0.179046,0.004067,1871.883423,55.421860,276.696777,36,0
239,23594,0.361827,0.011828,0.424550,0.005223,0.170926,0.003352,2151.444580,64.653717,380.021667,36,0
240,20779,0.405593,0.014409,0.409985,0.006703,0.182165,0.004362,1928.332275,61.459633,295.033325,36,0
241,23880,0.399562,0.013705,0.405200,0.006335,0.176722,0.004033,2091.477539,64.806068,365.869812,36,0
242,21306,0.393306,0.012655,0.412028,0.005531,0.167948,0.003514,1968.945312,58.145042,383.319885,36,0
243,23535,0.372166,0.011667,0.409114,0.005381,0.169629,0.003405,2298.324707,66.189102,370.162048,36,0
244,19231,0.360331,0.013337,0.437300,0.006167,0.189523,0.004078,1966.841797,66.055885,300.732697,36,0
245,61258,0.478853,0.018557,0.435813,0.008252,0.214066,0.005958,1622.719849,53.656460,155.817657,36,0
246,21474,0.398505,0.012658,0.423499,0.005457,0.174596,0.003569,2044.459106,59.124050,288.399414,36,0
247,22619,0.389550,0.012915,0.403244,0.005795,0.163755,0.003638,1909.156616,59.493923,345.871521,36,0
248,1504,0.100000,0.012915,0.800000,0.005795,0.300000,0.003638,291.200012,59.493923,345.871521,36,-1
249,21495,0.361378,0.011682,0.429781,0.004848,0.171937,0.003121,2127.244873,63.400871,328.106354,36,0
250,19465,0.403527,0.015669,0.416567,0.007388,0.190453,0.004777,1759.393799,60.473434,248.039047,36,0
251,20374,0.482223,0.016719,0.394489,0.007431,0.178099,0.004736,1657.823242,50.459709,296.396637,36,0
