pmt,nentries,mu,emu,q,eq,sigma,esigma,amplitude,eamplitude,chi2,ndf,fitstatus
63,21905,0.523803,0.016469,0.370991,0.006748,0.155647,0.004018,1497.091187,42.718227,382.229034,36,0
64,20536,0.441743,0.016947,0.378133,0.008156,0.170209,0.004725,1531.501099,52.369144,347.344025,36,0
65,18776,0.482824,0.017422,0.405216,0.007255,0.177288,0.004869,1391.965210,44.468246,278.850891,36,0
66,21115,0.481409,0.018634,0.367025,0.009009,0.175916,0.005305,1660.927734,55.561356,349.188904,36,0
67,28207,0.585611,0.023506,0.367277,0.010201,0.184941,0.006915,1417.664062,48.076305,230.811600,36,0
68,19294,0.501460,0.016308,0.399905,0.006620,0.170594,0.004265,1551.852539,44.590652,286.748688,36,0
69,18855,0.447427,0.015254,0.394473,0.006700,0.169595,0.004200,1664.700073,51.327343,354.301636,36,0
70,18253,0.503241,0.021317,0.387918,0.009963,0.189032,0.006464,1326.389893,48.119965,229.901917,36,0
71,3655,0.100000,0.021317,0.800000,0.009963,0.300000,0.006464,696.000000,48.119965,229.901917,36,-1
72,18629,0.424963,0.004352,0.368784,0.002513,0.150192,0.002238,1681.474609,16.699106,403.024536,36,0
73,18873,0.434791,0.015566,0.382174,0.007217,0.167118,0.004210,1731.095581,56.968433,391.904114,36,0
74,18741,0.423839,0.014321,0.364326,0.005865,0.133797,0.003127,1306.653931,44.708649,411.014282,36,0
75,25820,0.450595,0.015264,0.380032,0.006502,0.152735,0.003861,1433.582397,45.304897,287.837402,36,0
76,21014,0.430063,0.015763,0.370355,0.007540,0.174421,0.004554,1973.365845,66.051414,354.738159,36,0
77,18632,0.489233,0.017548,0.380438,0.007779,0.167020,0.004563,1391.781128,44.470650,314.912964,36,0
78,20790,0.421023,0.015117,0.390562,0.006753,0.164290,0.004082,1601.625366,52.625484,334.027100,36,0
79,19096,0.521146,0.017129,0.263087,0.002332,0.123395,0.002536,1585.719489,44.088640,584.386558,41,0
80,19649,0.424182,0.016880,0.389821,0.007616,0.168605,0.004846,1396.062622,51.377552,261.909943,36,0
81,19682,0.460878,0.016871,0.385079,0.007738,0.172082,0.004774,1592.943848,51.663681,252.374466,36,0
82,17243,0.458412,0.017018,0.368527,0.007729,0.163098,0.004514,1535.415771,50.748650,336.295807,36,0
83,17648,0.417872,0.015160,0.389867,0.006815,0.162686,0.004183,1562.620239,52.548206,293.338135,36,0
84,15661,0.412549,0.016796,0.373176,0.007716,0.157278,0.004538,1416.411499,53.658085,284.208679,36,0
85,17904,0.412169,0.018270,0.378145,0.009272,0.168744,0.005190,1247.145874,50.051102,245.508286,36,0
86,15525,0.460093,0.018902,0.366495,0.009291,0.169065,0.005287,1336.183960,49.183899,302.737671,36,0
87,13784,0.420780,0.018732,0.366816,0.009385,0.165985,0.005447,1320.623657,53.625786,228.206589,36,0
88,17549,0.382248,0.018367,0.379132,0.009518,0.170309,0.005438,1236.730835,53.321533,213.391083,36,0
89,17352,0.443746,0.019621,0.374246,0.009312,0.171810,0.005779,1283.603516,50.774059,248.293640,36,0
90,14038,0.407879,0.015302,0.377619,0.006986,0.148761,0.003782,1214.321289,45.065529,329.033875,36,0
91,32759,0.557515,0.019278,0.308222,0.003456,0.206309,0.003723,2861.558303,82.129201,463.902882,41,0
92,10124,0.747325,0.055234,0.137850,0.004028,0.142702,0.004223,811.202516,43.056620,184.515175,19,0
93,21622,0.403779,0.013187,0.397619,0.005415,0.149670,0.003157,1508.286133,47.995842,380.942291,36,0
94,21969,0.475282,0.017350,0.382025,0.007609,0.162275,0.004386,1307.368530,42.549221,264.812531,36,0
95,17394,0.427360,0.014540,0.335317,0.006281,0.122766,0.002866,1310.085938,48.988453,488.033997,36,0
96,17369,0.459159,0.016451,0.399340,0.007140,0.169311,0.004364,1427.402954,45.605778,292.186401,36,0
97,18346,0.419925,0.014217,0.389151,0.006573,0.163239,0.003751,1689.155884,52.738716,446.952362,36,0
98,16052,0.441765,0.015619,0.400124,0.006463,0.162797,0.004131,1382.431396,44.873737,296.737305,36,0
99,18538,0.423022,0.015185,0.396567,0.006971,0.163733,0.004119,1450.917603,48.174950,311.149628,36,0
100,18829,0.441213,0.014647,0.389661,0.006218,0.155561,0.003641,1503.359985,46.410374,340.207031,36,0
101,21836,0.553983,0.018726,0.383082,0.007594,0.171820,0.004915,1433.517334,41.802952,340.241638,36,0
102,19940,0.438927,0.014483,0.391271,0.006106,0.157309,0.003748,1531.124756,47.195957,363.191925,36,0
103,6132,0.100000,0.014483,0.800000,0.006106,0.300000,0.003748,1172.000000,47.195957,363.191925,36,-1
104,22718,0.537363,0.017361,0.377395,0.006785,0.159005,0.004265,1400.704712,40.421597,351.634491,36,0
105,17941,0.616796,0.026191,0.285259,0.017096,0.215349,0.008145,1608.611328,70.681770,466.094879,36,0
106,19665,0.432835,0.014665,0.379652,0.006333,0.158432,0.004060,1797.435303,55.676346,390.160583,36,0
107,18867,0.465576,0.017215,0.383786,0.008141,0.176773,0.004725,1642.525757,52.502480,343.315125,36,0
108,23363,0.447017,0.015322,0.396438,0.006509,0.167223,0.003909,1566.710205,48.255932,329.283051,36,0
109,19830,0.460758,0.014460,0.394722,0.006062,0.160476,0.003628,1644.154541,46.798023,357.625702,36,0
110,19398,0.466322,0.016937,0.376317,0.008139,0.173366,0.004690,1690.040283,53.105354,364.657898,36,0
111,21019,0.476300,0.013837,0.397644,0.005391,0.155650,0.003229,1596.705933,42.561993,342.114594,36,0
112,23169,0.469870,0.015312,0.399105,0.006353,0.164391,0.003997,1516.268066,44.670399,252.730560,36,0
113,21525,0.492477,0.016336,0.384852,0.007057,0.166482,0.004289,1596.043091,47.151073,344.608032,36,0
114,23070,0.432650,0.013593,0.401046,0.005652,0.159768,0.003465,1675.059937,49.034641,426.105835,36,0
115,25449,0.561402,0.018332,0.407045,0.007311,0.180239,0.004915,1413.306519,38.965073,218.500137,36,0
116,21716,0.493488,0.017162,0.388409,0.007923,0.174046,0.004747,1642.284058,48.678837,372.812775,36,0
117,36701,0.433062,0.012348,0.372940,0.006230,0.173145,0.003591,3228.861816,81.720329,629.498047,36,0
118,21372,0.524691,0.018200,0.378143,0.007833,0.167413,0.004640,1416.577271,42.707981,300.770691,36,0
119,29752,0.507973,0.017994,0.374624,0.008187,0.178868,0.005394,1627.893921,54.610275,377.157135,36,0
120,20350,0.467954,0.017473,0.382736,0.008385,0.178828,0.005087,1637.162109,52.901970,332.614471,36,0
121,20404,0.475064,0.015813,0.407760,0.006425,0.173488,0.004331,1566.533569,46.439377,304.244965,36,0
122,18707,0.527034,0.018551,0.381639,0.007407,0.163012,0.004694,1271.172607,39.304420,256.631989,36,0
123,21239,0.477189,0.017913,0.382167,0.008454,0.177559,0.005108,1578.183105,51.067860,331.823792,36,0
124,19495,0.456656,0.014970,0.386840,0.006668,0.162330,0.003886,1651.232422,49.232170,359.478516,36,0
125,17589,0.476236,0.018215,0.374757,0.008410,0.172171,0.004984,1520.507690,50.831738,347.378601,36,0
126,23956,0.428803,0.012552,0.378946,0.005488,0.149830,0.003176,1898.994507,53.172668,483.522461,36,0
127,3173,0.100000,0.012552,0.800000,0.005488,0.300000,0.003176,611.599976,53.172668,483.522461,36,-1
128,19069,0.436233,0.014844,0.391336,0.006489,0.163435,0.004031,1648.476929,51.349400,316.049347,36,0
129,21613,0.545117,0.016507,0.387726,0.006578,0.162917,0.003971,1457.308228,38.777134,381.268158,36,0
130,19311,0.416089,0.014123,0.374695,0.006485,0.154001,0.003721,1753.045898,56.005222,448.346802,36,0
131,2069,0.100000,0.014123,0.800000,0.006485,0.300000,0.003721,394.399994,56.005222,448.346802,36,-1
132,17837,0.511702,0.019119,0.374328,0.008202,0.170239,0.005123,1400.690796,45.595997,324.510712,36,0
133,21136,0.427289,0.012317,0.395288,0.005089,0.149584,0.002927,1737.649414,48.703106,446.217529,36,0
134,19068,0.484150,0.018823,0.379802,0.008714,0.173727,0.005019,1356.148193,45.749462,349.714661,36,0
135,20703,0.434651,0.015452,0.379758,0.006003,0.155781,0.003555,1736.097412,58.632874,404.325531,36,0
136,18155,0.485687,0.016997,0.382667,0.007310,0.163843,0.004581,1433.570679,45.183567,316.853760,36,0
137,17913,0.443176,0.016444,0.378134,0.007543,0.157683,0.004219,1336.194092,45.834217,297.453400,36,0
138,17144,0.448165,0.016994,0.398295,0.007527,0.174612,0.004822,1439.750000,48.676514,259.282227,36,0
139,3245,0.100000,0.016994,0.800000,0.007527,0.300000,0.004822,624.200012,48.676514,259.282227,36,-1
140,19732,0.458756,0.017485,0.367842,0.008192,0.165809,0.004672,1520.700928,51.825283,377.987366,36,0
141,19510,0.481057,0.016119,0.409782,0.006746,0.176634,0.004436,1543.615112,45.170235,222.614471,36,0
142,21556,0.487079,0.016782,0.399045,0.006832,0.165865,0.004378,1302.997192,40.244781,279.118073,36,0
143,21537,0.402701,0.012778,0.386384,0.005663,0.154442,0.003380,1900.217041,57.006504,398.858826,36,0
144,21628,0.427677,0.014330,0.373877,0.006290,0.145079,0.003418,1392.178589,45.714149,355.371307,36,0
145,18889,0.475610,0.018976,0.369300,0.008699,0.168919,0.004943,1398.128052,48.015110,293.522949,36,0
146,20086,0.409975,0.014576,0.392475,0.006690,0.168791,0.004091,1748.640869,57.050529,353.393066,36,0
147,18533,0.489464,0.016636,0.381075,0.007062,0.157050,0.004179,1317.151001,41.155430,316.832062,36,0
148,19739,0.495677,0.020084,0.384236,0.008811,0.176726,0.005666,1255.714722,44.400089,299.471924,36,0
149,21109,0.457450,0.016005,0.387746,0.007181,0.165359,0.004371,1430.035522,45.310654,311.989288,36,0
150,19640,0.500275,0.018606,0.381254,0.008165,0.175145,0.005042,1499.567139,47.597462,262.034912,36,0
151,21037,0.404769,0.013349,0.398826,0.005897,0.155966,0.003579,1670.556519,51.987968,363.488983,36,0
152,16020,0.534645,0.019102,0.392050,0.007692,0.166823,0.004813,1141.252808,35.575550,221.577957,36,0
153,22823,0.476405,0.016416,0.390988,0.007006,0.167941,0.004490,1512.551147,46.961617,308.130341,36,0
154,19488,0.477072,0.021015,0.358635,0.010579,0.174569,0.005857,1383.808105,51.919777,307.907410,36,0
155,23012,0.479452,0.015924,0.392529,0.006717,0.163028,0.004029,1441.052246,42.730400,324.442139,36,0
156,17400,0.471868,0.018621,0.407622,0.008410,0.193706,0.005555,1509.906006,50.976616,221.657211,36,0
157,20512,0.472845,0.018043,0.385282,0.007749,0.171575,0.004634,1394.726562,44.833298,320.182037,36,0
158,17492,0.403158,0.016867,0.367562,0.008816,0.168342,0.004923,1606.559570,61.662632,328.325317,36,0
159,19081,0.418292,0.015498,0.401512,0.006893,0.167397,0.004109,1522.254517,50.870781,320.772491,36,0
160,16101,0.504133,0.021816,0.371636,0.010756,0.182458,0.006656,1343.461060,49.656002,264.454742,36,0
161,3019,0.055393,0.058324,0.828766,0.064734,0.177951,0.027179,369.992859,369.150421,0.000000,0,0
162,16385,0.500907,0.018997,0.383948,0.008052,0.165589,0.004992,1161.924561,39.368801,238.892929,36,0
163,72765,0.434235,0.015845,0.415733,0.006904,0.177883,0.004447,1469.505737,48.153709,257.251953,36,0
164,20713,0.377860,0.015030,0.388375,0.006890,0.158437,0.004000,1447.372192,53.552963,283.795166,36,0
165,15998,0.515701,0.019539,0.365945,0.008428,0.165384,0.005024,1302.130981,43.811890,279.038513,36,0
166,16596,0.472732,0.019749,0.384256,0.009359,0.180958,0.005690,1329.139160,48.185654,280.376617,36,0
167,17623,0.513549,0.019222,0.383608,0.007810,0.161289,0.004856,1096.630493,36.746765,256.745453,36,0
168,18073,0.449342,0.020473,0.374767,0.009917,0.177589,0.006188,1273.396484,51.558849,269.403748,36,0
169,16020,0.439779,0.015236,0.394093,0.006027,0.149829,0.003706,1283.314453,41.237343,310.178497,36,0
170,16229,0.466096,0.020186,0.373347,0.009307,0.174593,0.005543,1270.239502,48.262081,273.977478,36,0
171,16025,0.403447,0.017412,0.380589,0.008772,0.172102,0.005235,1391.615356,55.519630,317.613464,36,0
172,17720,0.528594,0.018580,0.376496,0.006831,0.144509,0.003974,925.069580,30.066927,202.100540,36,0
173,16471,0.405991,0.004728,0.380065,0.002982,0.163680,0.002670,1349.457764,15.138192,281.589325,36,0
174,16303,0.569097,0.024707,0.365189,0.010826,0.176784,0.007132,1040.877808,38.518284,231.410202,36,0
175,14426,0.494879,0.021084,0.385909,0.009584,0.170093,0.006113,1010.935669,41.637966,221.083710,36,0
176,14215,0.409408,0.017437,0.378174,0.008044,0.157665,0.004708,1165.119873,46.816059,272.429657,36,0
177,15323,0.388988,0.016664,0.386539,0.007578,0.158263,0.004299,1195.743530,47.542244,293.072510,36,0
178,13098,0.466936,0.020209,0.377745,0.008973,0.163961,0.005357,1039.280273,41.154900,255.715912,36,0
179,15622,0.482433,0.021469,0.391713,0.009529,0.173612,0.005902,956.356323,37.565525,199.399994,36,0
180,18578,0.366619,0.014124,0.394727,0.006604,0.159144,0.003845,1540.090942,56.140045,324.342987,36,0
181,19335,0.384109,0.014148,0.398476,0.006270,0.158014,0.003781,1477.389282,51.445988,315.898987,36,0
182,14334,0.412669,0.016518,0.334130,0.007877,0.124984,0.003448,985.866760,44.510040,342.742615,36,0
183,18738,0.425126,0.014852,0.386306,0.006644,0.159084,0.003913,1531.505859,49.887901,337.121307,36,0
184,20507,0.463142,0.016242,0.374929,0.007169,0.159669,0.004192,1470.628174,47.036396,326.356476,36,0
185,16388,0.376677,0.015337,0.376963,0.007807,0.161334,0.004288,1554.972168,59.430779,366.310394,36,0
186,18498,0.445781,0.013742,0.374138,0.005849,0.148576,0.003295,1719.558105,49.297218,415.456543,36,0
187,18213,0.426699,0.016180,0.375368,0.007542,0.163425,0.004624,1685.148804,65.293610,329.191345,36,0
188,19172,0.416776,0.015443,0.372911,0.007446,0.163193,0.004314,1780.747070,61.088806,361.463318,36,0
189,18379,0.401557,0.014775,0.386139,0.006929,0.161562,0.004088,1606.871826,55.012650,321.132996,36,0
190,2341,0.100000,0.014775,0.800000,0.006929,0.300000,0.004088,446.399994,55.012650,321.132996,36,-1
191,20312,0.538570,0.016029,0.342511,0.005962,0.128438,0.003062,1238.748901,36.279762,413.967865,36,0
192,19152,0.440800,0.015785,0.289913,0.002366,0.138526,0.002432,1881.078195,58.422152,611.922161,41,0
193,18553,0.431218,0.015716,0.377625,0.007481,0.167113,0.004367,1739.962769,57.006859,344.731110,36,0
194,19858,0.415092,0.013994,0.382529,0.006213,0.150347,0.003392,1594.070190,50.740570,401.602631,36,0
195,20246,0.476632,0.020327,0.373852,0.009789,0.183055,0.006134,1484.458984,54.834782,280.392944,36,0
196,19943,0.405802,0.003970,0.389881,0.002585,0.168461,0.002327,1906.359741,17.813469,390.269135,36,0
197,19068,0.385671,0.003922,0.375675,0.002510,0.156988,0.002245,1846.421509,18.161940,409.364624,36,0
198,20272,0.398334,0.012852,0.394696,0.006417,0.161426,0.003849,1989.273315,64.756142,361.013519,36,0
199,21044,0.405824,0.013579,0.380030,0.006296,0.157895,0.003658,1918.626709,59.706223,420.056976,36,0
200,21863,0.386077,0.014582,0.375423,0.007739,0.171020,0.004394,2000.560547,69.114624,374.387115,36,0
201,21820,0.423533,0.014454,0.341889,0.006897,0.146489,0.003596,1967.009521,63.409592,506.225952,36,0
202,19291,0.394102,0.003925,0.377008,0.002516,0.160887,0.002229,1895.853882,18.231806,386.906708,36,0
203,21932,0.408444,0.014659,0.384217,0.007240,0.174403,0.004413,2079.458496,67.352959,372.713806,36,0
204,20690,0.392556,0.014383,0.377331,0.007136,0.161247,0.004063,1783.074829,60.925453,330.840912,36,0
205,20904,0.431424,0.015100,0.378442,0.006921,0.164953,0.004197,1848.614502,58.301022,339.240173,36,0
206,21455,0.381402,0.013042,0.389582,0.006205,0.166101,0.003784,2168.162354,68.937424,378.263245,36,0
207,19760,0.366677,0.013248,0.380731,0.006435,0.153700,0.003598,1963.684814,65.309624,398.263794,36,0
208,22978,0.388070,0.012549,0.387016,0.005703,0.156212,0.003467,2053.514160,62.944443,394.272125,36,0
209,23155,0.408038,0.014726,0.379937,0.007475,0.169073,0.004181,2042.490479,65.462746,415.253052,36,0
210,20005,0.399048,0.013407,0.386383,0.006318,0.159880,0.003690,1817.412964,57.410316,296.538696,36,0
211,20796,0.393929,0.012594,0.379430,0.006006,0.153111,0.003395,1972.377930,61.114014,397.759338,36,0
212,21536,0.415158,0.015070,0.375421,0.007459,0.169040,0.004398,1942.213623,64.655586,384.505249,36,0
213,22415,0.378822,0.012757,0.385300,0.006071,0.160997,0.003571,2208.757812,68.678802,402.240662,36,0
214,17606,0.428722,0.014099,0.329715,0.005511,0.111246,0.002502,1101.255127,44.707684,468.522888,36,0
215,4486,0.100000,0.014099,0.800000,0.005511,0.300000,0.002502,832.000000,44.707684,468.522888,36,-1
216,23207,0.411767,0.013818,0.331052,0.007020,0.136222,0.003255,1921.864502,64.396744,534.109802,36,0
217,21775,0.410866,0.014286,0.382579,0.006998,0.165488,0.004176,1897.711060,62.809612,326.029419,36,0
218,19367,0.420503,0.017472,0.471754,0.007762,0.238926,0.006208,1848.260132,67.568024,114.694733,36,0
219,22667,0.397255,0.012619,0.348799,0.006013,0.134945,0.002994,1820.847412,60.290668,483.846283,36,0
220,19790,0.396190,0.016471,0.382184,0.008287,0.170247,0.004843,1681.247314,62.887604,325.419189,36,0
221,25384,0.423128,0.015430,0.375055,0.007630,0.168262,0.004413,1868.478271,60.855442,335.606110,36,0
222,20262,0.412367,0.014980,0.369224,0.007358,0.163387,0.004092,1896.192261,62.870277,357.002838,36,0
223,21619,0.410297,0.016365,0.353305,0.009187,0.170255,0.004992,2102.090820,75.618752,387.029205,36,0
224,23704,0.376943,0.013733,0.377241,0.006980,0.160749,0.004006,1948.344482,66.836075,395.025360,36,0
225,21550,0.399401,0.013873,0.365217,0.006645,0.143418,0.003477,1570.218628,53.663952,391.085449,36,0
226,20516,0.393802,0.013338,0.378396,0.006351,0.158500,0.003733,2003.605713,63.698238,386.911255,36,0
227,19741,0.381422,0.013712,0.387359,0.006642,0.163970,0.003961,1875.289673,62.781822,319.255127,36,0
228,19082,0.404928,0.003971,0.388278,0.002517,0.164255,0.002284,1881.538452,17.706011,338.553223,36,0
229,27430,0.401171,0.011741,0.404199,0.005049,0.161547,0.003258,2213.598877,60.812599,366.549500,36,0
230,25510,0.390580,0.013477,0.377366,0.006840,0.155315,0.003899,1920.554199,62.780060,410.051941,36,0
231,25307,0.404566,0.013473,0.383697,0.006569,0.163850,0.003742,2098.693115,63.472374,426.440094,36,0
232,19242,0.405900,0.015244,0.394564,0.007321,0.175183,0.004550,1794.121948,62.825165,308.469147,36,0
233,25267,0.459936,0.013130,0.377275,0.005664,0.154241,0.003248,2016.173584,53.640160,468.608826,36,0
234,21487,0.378581,0.012875,0.380310,0.006254,0.155470,0.003489,1919.952148,62.334503,390.252075,36,0
235,20239,0.418688,0.014655,0.398228,0.006731,0.170826,0.004115,1721.784180,53.905243,306.208954,36,0
236,22503,0.504627,0.015332,0.376276,0.006421,0.160053,0.003833,1733.112427,47.435226,396.215668,36,0
237,19340,0.417539,0.013467,0.382685,0.006171,0.156189,0.003466,1829.839966,55.234509,370.897400,36,0
238,22316,0.449986,0.015289,0.394894,0.006543,0.169808,0.004084,1769.949219,52.660908,380.127716,36,0
239,22756,0.447396,0.014857,0.371655,0.007047,0.159074,0.003861,1793.718628,54.772793,437.370850,36,0
240,19605,0.426313,0.013808,0.393773,0.006007,0.158932,0.003553,1690.605713,50.198288,342.927124,36,0
241,23620,0.450585,0.013601,0.381943,0.005604,0.152299,0.003344,1764.462769,50.239403,438.373627,36,0
242,21724,0.417395,0.014645,0.370127,0.007353,0.162027,0.004084,1921.741211,63.693039,444.395142,36,0
243,21297,0.392545,0.012362,0.382430,0.005752,0.154086,0.003283,2082.273438,62.884682,484.360260,36,0
244,19885,0.428184,0.015252,0.383992,0.007299,0.166457,0.004480,1733.726440,57.421291,366.778168,36,0
245,41263,0.462279,0.017789,0.409900,0.008241,0.195286,0.005559,1646.624512,54.618797,217.207123,36,0
246,21468,0.427520,0.012823,0.396516,0.005430,0.158449,0.003318,1923.273804,53.421642,371.927429,36,0
247,21021,0.434999,0.014867,0.375371,0.007214,0.159200,0.004025,1783.278931,55.152668,446.235931,36,0
248,1829,0.100000,0.014867,0.800000,0.007214,0.300000,0.004025,351.000000,55.152668,446.235931,36,-1
249,22032,0.409452,0.012271,0.390577,0.005368,0.153244,0.003113,1930.934326,54.949551,435.289551,36,0
250,20750,0.485685,0.017901,0.380790,0.008354,0.178270,0.005118,1611.229370,51.909588,301.614441,36,0
251,20722,0.467405,0.017177,0.373423,0.008413,0.175100,0.004812,1714.678467,55.151779,376.208008,36,0
